Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1																																																																																	0.309321																																																																																																																					-0.309321	
 1 	 2																																																																																	0.298588																																																																																																																					-0.298588	
 1 	 3																																																																																	0.287854																																																																																																																					-0.287854	
 1 	 4																																																																																	0.280536																																																																																																																					-0.280536	
 1 	 5																																																																																	0.279560																																																																																																																					-0.279560	
 1 	 6																																																																																	0.275657																																																																																																																					-0.275657	
 1 	 7																																																																																	0.281024																																																																																																																					-0.281024	
 1 	 8																																																																																	0.359574																																																																																																																					-0.359574	
 1 	 9																																																																																	0.477643																																																																																																																					-0.477643	
 1 	 10																																																																																	0.587378																																																																																																																					-0.587378	
 1 	 11																																																																																	0.666350																																																																																																																					-0.666350	
 1 	 12																																																																																	0.703814																																																																																																																					-0.703814	
 1 	 13																																																																																	0.700595																																																																																																																					-0.700595	
 1 	 14																																																																																	0.669320																																																																																																																					-0.669320	
 1 	 15																																																																																	0.628060																																																																																																																					-0.628060	
 1 	 16																																																																																	0.571286																																																																																																																					-0.571286	
 1 	 17																																																																																	0.498999																																																																																																																					-0.498999	
 1 	 18																																																																																	0.413242																																																																																																																					-0.413242	
 1 	 19																																																																																	0.356647																																																																																																																					-0.356647	
 1 	 20																																																																																	0.338595																																																																																																																					-0.338595	
 1 	 21																																																																																	0.331764																																																																																																																					-0.331764	
 1 	 22																																																																																	0.325910																																																																																																																					-0.325910	
 1 	 23																																																																																	0.320055																																																																																																																					-0.320055	
 1 	 24																																																																																	0.312737																																																																																																																					-0.312737	
 2 	 1																																																																																	0.332740																																																																																																																					-0.332740	
 2 	 2																																																																																	0.312737																																																																																																																					-0.312737	
 2 	 3																																																																																	0.296148																																																																																																																					-0.296148	
 2 	 4																																																																																	0.280048																																																																																																																					-0.280048	
 2 	 5																																																																																	0.270290																																																																																																																					-0.270290	
 2 	 6																																																																																	0.260533																																																																																																																					-0.260533	
 2 	 7																																																																																	0.273218																																																																																																																					-0.273218	
 2 	 8																																																																																	0.399093																																																																																																																					-0.399093	
 2 	 9																																																																																	0.562952																																																																																																																					-0.562952	
 2 	 10																																																																																	0.689455																																																																																																																					-0.689455	
 2 	 11																																																																																	0.780392																																																																																																																					-0.780392	
 2 	 12																																																																																	0.836093																																																																																																																					-0.836093	
 2 	 13																																																																																	0.854000																																																																																																																					-0.854000	
 2 	 14																																																																																	0.837166																																																																																																																					-0.837166	
 2 	 15																																																																																	0.794173																																																																																																																					-0.794173	
 2 	 16																																																																																	0.729808																																																																																																																					-0.729808	
 2 	 17																																																																																	0.643079																																																																																																																					-0.643079	
 2 	 18																																																																																	0.539104																																																																																																																					-0.539104	
 2 	 19																																																																																	0.461055																																																																																																																					-0.461055	
 2 	 20																																																																																	0.427391																																																																																																																					-0.427391	
 2 	 21																																																																																	0.408851																																																																																																																					-0.408851	
 2 	 22																																																																																	0.394214																																																																																																																					-0.394214	
 2 	 23																																																																																	0.380553																																																																																																																					-0.380553	
 2 	 24																																																																																	0.366892																																																																																																																					-0.366892	
 3 	 1																																																																																	0.345425																																																																																																																					-0.345425	
 3 	 2																																																																																	0.339083																																																																																																																					-0.339083	
 3 	 3																																																																																	0.333228																																																																																																																					-0.333228	
 3 	 4																																																																																	0.334204																																																																																																																					-0.334204	
 3 	 5																																																																																	0.337131																																																																																																																					-0.337131	
 3 	 6																																																																																	0.321519																																																																																																																					-0.321519	
 3 	 7																																																																																	0.338107																																																																																																																					-0.338107	
 3 	 8																																																																																	0.434709																																																																																																																					-0.434709	
 3 	 9																																																																																	0.558743																																																																																																																					-0.558743	
 3 	 10																																																																																	0.695314																																																																																																																					-0.695314	
 3 	 11																																																																																	0.801187																																																																																																																					-0.801187	
 3 	 12																																																																																	0.837579																																																																																																																					-0.837579	
 3 	 13																																																																																	0.839394																																																																																																																					-0.839394	
 3 	 14																																																																																	0.796236																																																																																																																					-0.796236	
 3 	 15																																																																																	0.727745																																																																																																																					-0.727745	
 3 	 16																																																																																	0.649185																																																																																																																					-0.649185	
 3 	 17																																																																																	0.576568																																																																																																																					-0.576568	
 3 	 18																																																																																	0.495698																																																																																																																					-0.495698	
 3 	 19																																																																																	0.428366																																																																																																																					-0.428366	
 3 	 20																																																																																	0.390799																																																																																																																					-0.390799	
 3 	 21																																																																																	0.370795																																																																																																																					-0.370795	
 3 	 22																																																																																	0.362989																																																																																																																					-0.362989	
 3 	 23																																																																																	0.359574																																																																																																																					-0.359574	
 3 	 24																																																																																	0.357135																																																																																																																					-0.357135	
 4 	 1																																																																																	0.358110																																																																																																																					-0.358110	
 4 	 2																																																																																	0.358110																																																																																																																					-0.358110	
 4 	 3																																																																																	0.354695																																																																																																																					-0.354695	
 4 	 4																																																																																	0.351280																																																																																																																					-0.351280	
 4 	 5																																																																																	0.354695																																																																																																																					-0.354695	
 4 	 6																																																																																	0.347865																																																																																																																					-0.347865	
 4 	 7																																																																																	0.361038																																																																																																																					-0.361038	
 4 	 8																																																																																	0.457640																																																																																																																					-0.457640	
