Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1	0.000000																			0.000000												2.429998			0.357110	0.121554	0.000000				0.000789		2.509622	1.165402				0.382599								-0.000000			0.016234												0.000000								-0.000000		-0.123729	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.428380			-0.000000	0.000000																																																							-0.000001	0.000000	-8.528061	
 1 	 2	0.000000																			0.000000												2.429998			0.355463	0.121322	0.000000				0.000794		2.509622	1.165402				0.382599								-0.000000			0.016234												0.000000								-0.000000		-0.119435	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.127768			-0.000000	0.000000																																																							-0.000001	0.000000	-8.229867	
 1 	 3	0.000000																			-0.000000												2.429996			0.355299	0.123586	0.000000				0.000871		2.509622	1.165402				0.382598								-0.000000			0.109155												0.000000								-0.000000		-0.115142	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	3.793020			-0.000000	0.000000																																																							-0.000001	0.000000	-7.994508	
 1 	 4	0.000000																			0.000000												1.132408			0.360396	0.122332	0.000000				0.000906		2.509622	1.165402				0.382597								-0.000000			0.272284												0.000000								-0.000000		-0.112214	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.712880			-0.000000	0.000000																																																							-0.000001	0.000000	-7.786714	
 1 	 5	0.000000																			0.000000												0.000004			0.367863	0.123220	0.000000				0.001030		2.509622	1.165402				0.382592								-0.000000			0.297568												0.000000								-0.000000		-0.111824	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	5.685533			-0.000000	0.000000																																																							-0.000001	0.000000	-7.661112	
 1 	 6	0.000000																			-0.000000												0.000003			0.369638	0.123507	0.000000				0.001153		2.509622	1.165402				0.231103								-0.000000			0.317582												0.000000								-0.000000		-0.110263	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	5.793738			-0.000000	0.000000																																																							-0.000001	0.000000	-7.641586	
 1 	 7	0.000000																			0.000000												0.000002			0.371116	0.123365	0.020796				0.001003		2.509622	1.165402				0.158963								-0.000000			0.299630												0.000000								-0.000000		-0.112410	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	5.887691			-0.000000	0.000000																																																							-0.000001	0.000000	-7.665282	
 1 	 8	0.000000																			0.000000												2.364909			0.356428	0.121876	0.069061				0.001149		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.143830	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	3.722969			-0.000000	0.000000																																																							-0.000001	0.000000	-7.806518	
 1 	 9	0.000000																			0.000000												2.375709			0.355703	0.121689	0.112358				0.001538		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.191057	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	3.743796			-0.000000	0.000000																																																							-0.000001	0.000000	-7.833692	
 1 	 10	0.000000																			0.000000												2.355776			0.357343	0.121957	0.140749				0.001613		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.234951	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.071362			-0.000000	0.000000																																																							-0.000001	0.000000	-8.127805	
 1 	 11	0.000000																			0.000000												2.322923			0.361589	0.122369	0.156648				0.001457		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.266540	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.439820			-0.000000	0.000000																																																							-0.000001	0.000000	-8.452222	
 1 	 12	0.000000																			-0.000000												2.289607			0.360350	0.121823	0.163391				0.001189		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.281525	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.757563			-0.000000	0.000000																																																							-0.000001	0.000000	-8.726352	
 1 	 13	0.000000																			-0.000000												2.324466			0.360911	0.121883	0.156222				0.000910		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.280238	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.864332			-0.000000	0.000000																																																							-0.000001	0.000000	-8.862443	
 1 	 14	0.000000																			-0.000000												2.320856			0.361391	0.121961	0.140252				0.000723		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.267728	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.917184			-0.000000	0.000000																																																							-0.000000	0.000000	-8.908596	
 1 	 15	0.000000																			0.000000												2.275252			0.364804	0.122859	0.114984				0.000662		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.251224	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.911363			-0.000000	0.000000																																																							-0.000001	0.000000	-8.852656	
 1 	 16	0.000000																			0.000000												2.254195			0.365119	0.122900	0.080631				0.000655		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.228515	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	4.961116			-0.000000	0.000000																																																							-0.000001	0.000000	-8.870057	
 1 	 17	0.000000																			0.000000												2.254430			0.364476	0.122702	0.034850				0.000607		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.199600	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	5.049822			-0.000000	0.000000																																																							-0.000001	0.000000	-8.941244	
 1 	 18	0.000000																			0.000000												2.372730			0.362704	0.122518	0.002626				0.000624		2.509622	1.165402				0.382597								-0.000000			0.016234												0.000000								-0.000000		-0.165297	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	5.159471			-0.000000	0.000000																																																							-0.000000	0.000000	-9.169331	
 1 	 19	0.000000																			-0.000000												0.000005			0.404829	0.126903	0.000000				0.000633		2.509622	1.165402				0.382594								-0.000000			0.016234												0.000000								-0.000000		-0.142659	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	7.612617			-0.000000	0.000000																																																							-0.000000	0.000000	-9.316281	
 1 	 20	0.000000																			-0.000000												0.000002			0.415633	0.128030	0.000000				0.000581		2.509622	1.165402				0.274257								-0.000000			0.016234												0.000000								-0.000000		-0.135438	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	7.674081			-0.000000	0.000000																																																							-0.000000	0.000000	-9.288505	
 1 	 21	0.000000																			-0.000000												0.000002			0.409487	0.127327	0.000000				0.000472		2.509622	1.165402				0.254750								-0.000000			0.016234												0.000000								-0.000000		-0.132706	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	7.575166			-0.000000	0.000000																																																							-0.000000	0.000000	-9.165857	
 1 	 22	0.000000																			-0.000000												0.000002			0.399170	0.126195	0.000000				0.000351		2.509622	1.165402				0.264765								-0.000000			0.016234												0.000000								-0.000000		-0.130364	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	7.410305			-0.000000	0.000000																																																							-0.000001	0.000000	-9.001784	
 1 	 23	0.000000																			-0.000000												0.000003			0.390197	0.125698	0.000000				0.000247		2.509622	1.165402				0.267660								-0.000000			0.170500												0.000000								-0.000000		-0.128022	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	7.115442			-0.000000	0.000000																																																							-0.000001	0.000000	-8.856849	
 1 	 24	0.000000																			0.000000												0.000003			0.383301	0.125004	0.000000				0.000163		2.509622	1.165402				0.272892								-0.000000			0.188057												0.000000								-0.000000		-0.125095	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.509622	6.867496			-0.000000	0.000000																																																							-0.000001	0.000000	-8.626947	
 2 	 1	0.000000																			0.000000												2.430000			0.513288	0.176957	0.000000				0.001291		2.071916	0.962143				0.382600								-0.000000			0.162765												0.000000								-0.000000		-0.133096	-0.015745							-0.000000											-0.180294										-0.000000	-0.054237				-0.000000	0.000000							-0.000000									-0.000000	-0.000000	-0.000000		-2.071916	4.197395			-0.000000	0.000000																																																							-0.000000	0.000000	-8.443066	
