{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV_ROOFTOP;PV_UTILITY;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;DHN_SOLAR;DEC_SOLAR;PT_COLLECTOR;ST_COLLECTOR
1;6.99E-05;0.0004000817611114;0;5.87E-06;0.000114155;0;0;0.578094109987769;0.73962944330229;0.265865375804557;0.328597655488778;0.039802421;0;0;0;0
2;5.93E-05;0.0004000817611114;0;2.35E-06;0.000114155;0;0;0.578094109987769;0.73962944330229;0.265865375804557;0.328597655488778;0.175270029;0;0;0;0
3;4.82E-05;0.0004000817611114;0;1.17E-06;0.000114155;0;0;0.578094109987769;0.73962944330229;0.265865375804557;0.328597655488778;0.22268354;0;0;0;0
4;3.98E-05;0.0004000817611114;0;1.41E-05;0.000114155;0;0;0.578094109987769;0.73962944330229;0.265865375804557;0.328597655488778;0.140092053;0;0;0;0
5;3.53E-05;0.000402547445076;0;3.76E-05;0.000114155;0;0;0.599919161387696;0.7717270366925;0.265865375804557;0.328597655488778;0.041146591;0;0;0;0
6;3.43E-05;0.0004052704048703;0;9.40E-05;0.000114155;0;0;0.6089850476427;0.792024500714765;0.265865375804557;0.328597655488778;0.00135751;0;0;0;0
7;3.73E-05;0.0004048172509933;0;0.0001821;0.000114155;0;0;0.624899544963771;0.852732149574323;0.265865375804557;0.328597655488778;0.005310054;0;0;0;0
8;4.08E-05;0.0004049755255542;0;0.000158603;0.000114155;0.00251521337768077;0.0028111208338785;0.636467162045528;0.893243086578467;0.265865375804557;0.328597655488778;0.068734206;0.00170630317463552;0.00170630317463552;0;0
9;4.33E-05;0.0004012102905979;0;0.000146855;0.000114155;0.0437916614864062;0.0489436216612775;0.622266918999072;0.863150821003428;0.265865375804557;0.328597655488778;0.098975393;0.028269718298699;0.028269718298699;0;0
10;5.53E-05;0.0003793541671085;0;0.000164478;0.000114155;0.129829924812929;0.14510403361445;0.575857141067475;0.763745440401594;0.265865375804557;0.328597655488778;0.064153486;0.0991177805559705;0.0991177805559705;0.0542297699584229;0.0542297699584229
11;6.83E-05;0.0003511485781144;0;0.000187974;0.000114155;0.232208092189323;0.25952669127042;0.519600862912354;0.660908108003322;0.265865375804557;0.328597655488778;0.022253443;0.181849012413064;0.181849012413064;0.077287418593978;0.077287418593978
12;8.17E-05;0.0003267097112201;0;0.000206772;0.000114155;0.288441076990409;0.322375321342222;0.502869490416534;0.612895973796112;0.265865375804557;0.328597655488778;0.001337349;0.238164452375147;0.238164452375147;0.117495335658954;0.117495335658954
13;8.92E-05;0.0003070879146526;0;0.000187974;0.000114155;0.305346904050374;0.341270069232771;0.506059456008449;0.58815440104209;0.265865375804557;0.328597655488778;0.046976286;0.259694017455226;0.259694017455226;0.0824094441340585;0.0824094441340585
14;9.39E-05;0.0002935300520329;0;0.000190324;0.000114155;0.289384282007088;0.323429491654981;0.515110419447502;0.578708468236279;0.265865375804557;0.328597655488778;0.203356673;0.247084129679787;0.247084129679787;0;0
15;9.57E-05;0.0002860095672268;0;0.000213821;0.000114155;0.239978304945451;0.268211046703739;0.523794632472708;0.581316603273091;0.265865375804557;0.328597655488778;0.25924941;0.203260795130932;0.203260795130932;0.153276366320678;0.153276366320678
16;9.82E-05;0.0002862942489873;0;0.00022322;0.000114155;0.159518425574403;0.178285299171391;0.521351513339045;0.583216617818415;0.265865375804557;0.328597655488778;0.162203552;0.136945082230889;0.136945082230889;0.13900571623876;0.13900571623876
17;0.000102424932749706;0.0002989251962927;0;0.00022322;0.000114155;0.0599519074380051;0.0670050730189469;0.528974896321735;0.613404740718373;0.265865375804557;0.328597655488778;0.047516238;0.0591477905533203;0.0591477905533203;0.131549385578375;0.131549385578375
18;0.000112949307480638;0.0003199750755425;0;0.000164478;0.000114155;0.00185946131849971;0.00207822147361732;0.57228799875273;0.695399872498767;0.265865375804557;0.328597655488778;0.001440179;0.00576606206130109;0.00576606206130109;0.00767757934302194;0.00767757934302194
19;0.000119936049803241;0.0003312115071195;0;0.000117484;0.000114155;0;0;0.603782649782429;0.759716985346079;0.265865375804557;0.328597655488778;0.007014863;0;0;0;0
20;0.000115034563106683;0.0003347585568758;0;8.81E-05;0.000114155;0;0;0.631600609075938;0.857960397178912;0.265865375804557;0.328597655488778;0.082420653;0;0;0;0
21;0.000109800338211442;0.0003361989616044;0;5.87E-05;0.000114155;0;0;0.625771309561927;0.90082897938314;0.265865375804557;0.328597655488778;0.114894415;0;0;0;0
22;0.000103539632310034;0.0003366353320044;0;3.76E-05;0.000114155;0;0;0.609629064990448;0.925228728996247;0.265865375804557;0.328597655488778;0.072661221;0;0;0;0
23;9.62E-05;0.0003371492463169;0;2.35E-05;0.000114155;0;0;0.583215947694929;0.925832352025539;0.265865375804557;0.328597655488778;0.024189823;0;0;0;0
24;8.49E-05;0.0003379435934083;0;9.40E-06;0.000114155;0;0;0.578468647930036;0.950496979344496;0.265865375804557;0.328597655488778;0.001337349;0;0;0;0
25;7.29E-05;0.0003379659005612;0;5.87E-06;0.000114155;0;0;0.5687390730867;0.947513016847293;0.238600791171288;0.294899854256648;0.05288849;0;0;0;0
26;6.18E-05;0.0003369697268485;0;2.35E-06;0.000114155;0;0;0.55630500773032;0.929363646867835;0.238600791171288;0.294899854256648;0.226284986;0;0;0;0
27;5.46E-05;0.0003358418347093;0;1.17E-06;0.000114155;0;0;0.539953857791437;0.902138572140168;0.238600791171288;0.294899854256648;0.289156352;0;0;0;0
28;4.96E-05;0.0003361556219931;0;1.41E-05;0.000114155;0;0;0.517984579680151;0.903713302178174;0.238600791171288;0.294899854256648;0.180233168;0;0;0;0
29;4.88E-05;0.000337962501376;0;3.76E-05;0.000114155;0;0;0.487862240146734;0.886395907028708;0.238600791171288;0.294899854256648;0.052702427;0;0;0;0
30;5.12E-05;0.0003416939569294;0;9.40E-05;0.000114155;0;0;0.462322141325472;0.872304954471863;0.238600791171288;0.294899854256648;0.001504336;0;0;0;0
31;6.32E-05;0.0003443117544316;0;0.0001821;0.000114155;0;0;0.451703095799995;0.872807491595006;0.238600791171288;0.294899854256648;0.008508853;0;0;0;0
32;8.73E-05;0.000344788702605;0;0.000158603;0.000114155;0.00273080309576769;0.00305207404821095;0.45938937502235;0.887161986900878;0.238600791171288;0.294899854256648;0.093799545;0.00176532444671767;0.00176532444671767;0;0
33;0.000127809460780886;0.0003395252767717;0;0.000146855;0.000114155;0.0385366621080375;0.0430703870619242;0.469502281810949;0.920619716000827;0.238600791171288;0.294899854256648;0.127893469;0.0284529364184942;0.0284529364184942;0;0
34;0.000155428174986047;0.0003151153029517;0;0.000164478;0.000114155;0.122805293165263;0.137252974714118;0.436603204868161;0.876857305961884;0.238600791171288;0.294899854256648;0.079513417;0.10472957474165;0.10472957474165;0.0106003753512894;0.0106003753512894
35;0.000166961174254388;0.0002921230018092;0;0.000187974;0.000114155;0.211224026295546;0.236073911742081;0.405517517154199;0.839906662031509;0.238600791171288;0.294899854256648;0.025713601;0.187502405687785;0.187502405687785;0.0849850161018027;0.0849850161018027
36;0.000171833178781252;0.000273051873244;0;0.000206772;0.000114155;0.258968165946965;0.289435008999549;0.424257551854928;0.880672093742854;0.238600791171288;0.294899854256648;0.001337349;0.237916579043695;0.237916579043695;0.128373028935236;0.128373028935236
37;0.00016463998528582;0.0002597257925652;0;0.000187974;0.000114155;0.265346028440283;0.296563208256786;0.432819385418349;0.907462417494186;0.238600791171288;0.294899854256648;0.059277032;0.252204620309419;0.252204620309419;0.0843744507096222;0.0843744507096222
38;0.000169498768427306;0.0002544067050743;0;0.000190324;0.000114155;0.2452422872287;0.274094321020312;0.399397754078721;0.87448790572406;0.238600791171288;0.294899854256648;0.250875033;0.235442128723177;0.235442128723177;0.142055623883098;0.142055623883098
39;0.000170848717465396;0.0002520047558323;0;0.000213821;0.000114155;0.208349496721089;0.232861202217688;0.336449470084111;0.783551899845591;0.238600791171288;0.294899854256648;0.321279177;0.203199682396274;0.203199682396274;0.0993549396318893;0.0993549396318893
40;0.000169438588328344;0.0002531509185919;0;0.00022322;0.000114155;0.151622452149454;0.169460387696449;0.269086458767178;0.633843932668844;0.238600791171288;0.294899854256648;0.199551644;0.15021496152171;0.15021496152171;0.098988386276932;0.098988386276932
