Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1																																																																																	0.313546																																																																																																																					-0.313546	
 1 	 2																																																																																	0.302665																																																																																																																					-0.302665	
 1 	 3																																																																																	0.291785																																																																																																																					-0.291785	
 1 	 4																																																																																	0.284367																																																																																																																					-0.284367	
 1 	 5																																																																																	0.283378																																																																																																																					-0.283378	
 1 	 6																																																																																	0.279422																																																																																																																					-0.279422	
 1 	 7																																																																																	0.284862																																																																																																																					-0.284862	
 1 	 8																																																																																	0.364484																																																																																																																					-0.364484	
 1 	 9																																																																																	0.484166																																																																																																																					-0.484166	
 1 	 10																																																																																	0.595399																																																																																																																					-0.595399	
 1 	 11																																																																																	0.675449																																																																																																																					-0.675449	
 1 	 12																																																																																	0.713425																																																																																																																					-0.713425	
 1 	 13																																																																																	0.710163																																																																																																																					-0.710163	
 1 	 14																																																																																	0.678461																																																																																																																					-0.678461	
 1 	 15																																																																																	0.636637																																																																																																																					-0.636637	
 1 	 16																																																																																	0.579088																																																																																																																					-0.579088	
 1 	 17																																																																																	0.505813																																																																																																																					-0.505813	
 1 	 18																																																																																	0.418885																																																																																																																					-0.418885	
 1 	 19																																																																																	0.361517																																																																																																																					-0.361517	
 1 	 20																																																																																	0.343219																																																																																																																					-0.343219	
 1 	 21																																																																																	0.336295																																																																																																																					-0.336295	
 1 	 22																																																																																	0.330360																																																																																																																					-0.330360	
 1 	 23																																																																																	0.324426																																																																																																																					-0.324426	
 1 	 24																																																																																	0.317007																																																																																																																					-0.317007	
 2 	 1																																																																																	0.337284																																																																																																																					-0.337284	
 2 	 2																																																																																	0.317007																																																																																																																					-0.317007	
 2 	 3																																																																																	0.300193																																																																																																																					-0.300193	
 2 	 4																																																																																	0.283873																																																																																																																					-0.283873	
 2 	 5																																																																																	0.273981																																																																																																																					-0.273981	
 2 	 6																																																																																	0.264090																																																																																																																					-0.264090	
 2 	 7																																																																																	0.276949																																																																																																																					-0.276949	
 2 	 8																																																																																	0.404543																																																																																																																					-0.404543	
 2 	 9																																																																																	0.570640																																																																																																																					-0.570640	
 2 	 10																																																																																	0.698870																																																																																																																					-0.698870	
 2 	 11																																																																																	0.791049																																																																																																																					-0.791049	
 2 	 12																																																																																	0.847511																																																																																																																					-0.847511	
 2 	 13																																																																																	0.865663																																																																																																																					-0.865663	
 2 	 14																																																																																	0.848599																																																																																																																					-0.848599	
 2 	 15																																																																																	0.805018																																																																																																																					-0.805018	
 2 	 16																																																																																	0.739774																																																																																																																					-0.739774	
 2 	 17																																																																																	0.651861																																																																																																																					-0.651861	
 2 	 18																																																																																	0.546466																																																																																																																					-0.546466	
 2 	 19																																																																																	0.467351																																																																																																																					-0.467351	
 2 	 20																																																																																	0.433227																																																																																																																					-0.433227	
 2 	 21																																																																																	0.414434																																																																																																																					-0.414434	
 2 	 22																																																																																	0.399598																																																																																																																					-0.399598	
 2 	 23																																																																																	0.385750																																																																																																																					-0.385750	
 2 	 24																																																																																	0.371903																																																																																																																					-0.371903	
 3 	 1																																																																																	0.350142																																																																																																																					-0.350142	
 3 	 2																																																																																	0.343713																																																																																																																					-0.343713	
 3 	 3																																																																																	0.337779																																																																																																																					-0.337779	
 3 	 4																																																																																	0.338768																																																																																																																					-0.338768	
 3 	 5																																																																																	0.341735																																																																																																																					-0.341735	
 3 	 6																																																																																	0.325909																																																																																																																					-0.325909	
 3 	 7																																																																																	0.342724																																																																																																																					-0.342724	
 3 	 8																																																																																	0.440645																																																																																																																					-0.440645	
 3 	 9																																																																																	0.566374																																																																																																																					-0.566374	
 3 	 10																																																																																	0.704809																																																																																																																					-0.704809	
 3 	 11																																																																																	0.812128																																																																																																																					-0.812128	
 3 	 12																																																																																	0.849017																																																																																																																					-0.849017	
 3 	 13																																																																																	0.850857																																																																																																																					-0.850857	
 3 	 14																																																																																	0.807110																																																																																																																					-0.807110	
 3 	 15																																																																																	0.737683																																																																																																																					-0.737683	
 3 	 16																																																																																	0.658051																																																																																																																					-0.658051	
 3 	 17																																																																																	0.584441																																																																																																																					-0.584441	
 3 	 18																																																																																	0.502467																																																																																																																					-0.502467	
 3 	 19																																																																																	0.434216																																																																																																																					-0.434216	
 3 	 20																																																																																	0.396136																																																																																																																					-0.396136	
 3 	 21																																																																																	0.375859																																																																																																																					-0.375859	
 3 	 22																																																																																	0.367946																																																																																																																					-0.367946	
 3 	 23																																																																																	0.364484																																																																																																																					-0.364484	
 3 	 24																																																																																	0.362012																																																																																																																					-0.362012	
 4 	 1																																																																																	0.363001																																																																																																																					-0.363001	
 4 	 2																																																																																	0.363001																																																																																																																					-0.363001	
 4 	 3																																																																																	0.359539																																																																																																																					-0.359539	
 4 	 4																																																																																	0.356077																																																																																																																					-0.356077	
 4 	 5																																																																																	0.359539																																																																																																																					-0.359539	
 4 	 6																																																																																	0.352615																																																																																																																					-0.352615	
 4 	 7																																																																																	0.365968																																																																																																																					-0.365968	
 4 	 8																																																																																	0.463889																																																																																																																					-0.463889	
