Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	IMPORTED_COAL	LOCAL_COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	IMPORTED_COAL_CENTRAL	LOCAL_COAL_CENTRAL	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1						4.653832																																																																		-0.000000																																								-4.654006																																																																							-0.001505	0.001678															0.000000	
 1 	 2						4.653874																																																																		-0.000000																																								-4.654006																																																																							-0.001527	0.001659															0.000000	
 1 	 3						4.653906																																																																		-0.000000																																								-4.654006																																																																							-0.001544	0.001644															0.000000	
 1 	 4						4.653922																																																																		-0.000000																																								-4.654006																																																																							-0.001553	0.001636															0.000000	
 1 	 5						4.653938																																																																		-0.000000																																								-4.654006																																																																							-0.001560	0.001628															0.000000	
 1 	 6						4.653947																																																																		-0.000000																																								-4.654006																																																																							-0.001565	0.001624															0.000000	
 1 	 7						4.653951																																																																		-0.000000																																								-4.654006																																																																							-0.001567	0.001622															0.000000	
 1 	 8						4.653960																																																																		-0.000000																																								-4.654006																																																																							-0.001571	0.001617															0.000000	
 1 	 9						4.653957																																																																		-0.000000																																								-4.654006																																																																							-0.001570	0.001619															0.000000	
 1 	 10						4.653953																																																																		-0.000000																																								-4.654006																																																																							-0.001568	0.001621															0.000000	
 1 	 11						4.653948																																																																		-0.000000																																								-4.654006																																																																							-0.001566	0.001623															0.000000	
 1 	 12						4.653943																																																																		-0.000000																																								-4.654006																																																																							-0.001563	0.001626															0.000000	
 1 	 13						4.653939																																																																		-0.000000																																								-4.654006																																																																							-0.001561	0.001628															0.000000	
 1 	 14						4.653934																																																																		-0.000000																																								-4.654006																																																																							-0.001559	0.001630															0.000000	
 1 	 15						4.653930																																																																		-0.000000																																								-4.654006																																																																							-0.001557	0.001632															0.000000	
 1 	 16						4.653928																																																																		-0.000000																																								-4.654006																																																																							-0.001555	0.001633															0.000000	
 1 	 17						4.653927																																																																		-0.000000																																								-4.654006																																																																							-0.001555	0.001634															0.000000	
 1 	 18						4.653929																																																																		-0.000000																																								-4.654006																																																																							-0.001556	0.001633															0.000000	
 1 	 19						4.653934																																																																		-0.000000																																								-4.654006																																																																							-0.001559	0.001630															0.000000	
 1 	 20						4.653944																																																																		-0.000000																																								-4.654006																																																																							-0.001564	0.001626															0.000000	
 1 	 21						4.653961																																																																		-0.000000																																								-4.654006																																																																							-0.001572	0.001617															0.000000	
 1 	 22						4.653985																																																																		-0.000000																																								-4.654006																																																																							-0.001584	0.001605															0.000000	
 1 	 23						4.654011																																																																		-0.000000																																								-4.654006																																																																							-0.001597	0.001591															0.000000	
 1 	 24						4.654044																																																																		-0.000000																																								-4.654006																																																																							-0.001612	0.001574															0.000000	
 2 	 1						4.653909																																																																		-0.000000																																								-4.654006																																																																							-0.001541	0.001638															0.000000	
 2 	 2						4.653986																																																																		-0.000000																																								-4.654006																																																																							-0.001584	0.001603															0.000000	
 2 	 3						4.654038																																																																		-0.000000																																								-4.654006																																																																							-0.001610	0.001578															0.000000	
 2 	 4						4.654059																																																																		-0.000000																																								-4.654006																																																																							-0.001621	0.001567															0.000000	
 2 	 5						4.654068																																																																		-0.000000																																								-4.654006																																																																							-0.001625	0.001563															0.000000	
 2 	 6						4.654066																																																																		-0.000000																																								-4.654006																																																																							-0.001624	0.001564															0.000000	
 2 	 7						4.654060																																																																		-0.000000																																								-4.654006																																																																							-0.001621	0.001567															0.000000	
 2 	 8						4.654060																																																																		-0.000000																																								-4.654006																																																																							-0.001621	0.001567															0.000000	
 2 	 9						4.654051																																																																		-0.000000																																								-4.654006																																																																							-0.001617	0.001572															0.000000	
 2 	 10						4.654044																																																																		-0.000000																																								-4.654006																																																																							-0.001614	0.001575															0.000000	
 2 	 11						4.654040																																																																		-0.000000																																								-4.654006																																																																							-0.001611	0.001577															0.000000	
 2 	 12						4.654036																																																																		-0.000000																																								-4.654006																																																																							-0.001609	0.001579															0.000000	
 2 	 13						4.654032																																																																		-0.000000																																								-4.654006																																																																							-0.001607	0.001581															0.000000	
 2 	 14						4.654029																																																																		-0.000000																																								-4.654006																																																																							-0.001606	0.001583															0.000000	
 2 	 15						4.654026																																																																		-0.000000																																								-4.654006																																																																							-0.001604	0.001584															0.000000	
 2 	 16						4.654021																																																																		-0.000000																																								-4.654006																																																																							-0.001602	0.001587															0.000000	
 2 	 17						4.654015																																																																		-0.000000																																								-4.654006																																																																							-0.001599	0.001590															0.000000	
 2 	 18						4.654007																																																																		-0.000000																																								-4.654006																																																																							-0.001595	0.001594															0.000000	
 2 	 19						4.654002																																																																		-0.000000																																								-4.654006																																																																							-0.001592	0.001596															0.000000	
 2 	 20						4.654002																																																																		-0.000000																																								-4.654006																																																																							-0.001592	0.001596															0.000000	
 2 	 21						4.654010																																																																		-0.000000																																								-4.654006																																																																							-0.001596	0.001592															0.000000	
 2 	 22						4.654033																																																																		-0.000000																																								-4.654006																																																																							-0.001608	0.001581															0.000000	
 2 	 23						4.654079																																																																		-0.000000																																								-4.654006																																																																							-0.001630	0.001557															0.000000	
 2 	 24						4.654145																																																																		-0.000000																																								-4.654006																																																																							-0.001659	0.001520															0.000000	
 3 	 1						4.653896																																																																		-0.000000																																								-4.654006																																																																							-0.001536	0.001646															0.000000	
