Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	IMPORTED_COAL	LOCAL_COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	IMPORTED_COAL_CENTRAL	LOCAL_COAL_CENTRAL	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1												4.351386																								-1.372387																			-2.978999																																																																																																																																																0.000000	
 1 	 2												4.351564																								-1.372564																			-2.979001																																																																																																																																																0.000000	
 1 	 3												4.350927																								-1.371923																			-2.979004																																																																																																																																																0.000000	
 1 	 4												4.348874																								-1.369859																			-2.979015																																																																																																																																																0.000000	
 1 	 5												4.754119																								-1.379465																			-3.374654																																																																																																																																																0.000000	
 1 	 6												4.927344																								-1.389365																			-3.537979																																																																																																																																																0.000000	
 1 	 7												4.963439																								-1.393216																			-3.570223																																																																																																																																																0.000000	
 1 	 8												4.353746																								-1.374735																			-2.979011																																																																																																																																																0.000000	
 1 	 9												4.354777																								-1.375771																			-2.979006																																																																																																																																																0.000000	
 1 	 10												4.354903																								-1.375895																			-2.979008																																																																																																																																																0.000000	
 1 	 11												4.452512																								-1.376164																			-3.076347																																																																																																																																																0.000000	
 1 	 12												4.577855																								-1.376452																			-3.201403																																																																																																																																																0.000000	
 1 	 13												4.463261																								-1.376589																			-3.086672																																																																																																																																																0.000000	
 1 	 14												4.479205																								-1.376647																			-3.102558																																																																																																																																																0.000000	
 1 	 15												4.619342																								-1.376608																			-3.242734																																																																																																																																																0.000000	
 1 	 16												4.642788																								-1.376477																			-3.266311																																																																																																																																																0.000000	
 1 	 17												4.641689																								-1.375939																			-3.265751																																																																																																																																																0.000000	
 1 	 18												4.705546																								-1.384552																			-3.320994																																																																																																																																																0.000000	
 1 	 19												4.878964																								-1.414148																			-3.464816																																																																																																																																																0.000000	
 1 	 20												4.950864																								-1.414739																			-3.536125																																																																																																																																																0.000000	
 1 	 21												4.902776																								-1.411735																			-3.491041																																																																																																																																																0.000000	
 1 	 22												4.840464																								-1.403626																			-3.436837																																																																																																																																																0.000000	
 1 	 23												4.794766																								-1.396099																			-3.398666																																																																																																																																																0.000000	
 1 	 24												4.764422																								-1.391272																			-3.373150																																																																																																																																																0.000000	
 2 	 1												4.564744																								-1.585747																			-2.978997																																																																																																																																																0.000000	
 2 	 2												4.564722																								-1.585712																			-2.979010																																																																																																																																																0.000000	
 2 	 3												4.980335																								-1.589723																			-3.390612																																																																																																																																																0.000000	
 2 	 4												4.940855																								-1.590159																			-3.350696																																																																																																																																																0.000000	
 2 	 5												5.012616																								-1.590726																			-3.421890																																																																																																																																																0.000000	
 2 	 6												5.146845																								-1.592043																			-3.554802																																																																																																																																																0.000000	
 2 	 7												5.164951																								-1.594721																			-3.570230																																																																																																																																																0.000000	
 2 	 8												4.565161																								-1.586157																			-2.979005																																																																																																																																																0.000000	
 2 	 9												4.565380																								-1.586378																			-2.979001																																																																																																																																																0.000000	
 2 	 10												4.565562																								-1.586562																			-2.979001																																																																																																																																																0.000000	
 2 	 11												4.688862																								-1.586836																			-3.102025																																																																																																																																																0.000000	
 2 	 12												4.825180																								-1.586987																			-3.238192																																																																																																																																																0.000000	
 2 	 13												4.699736																								-1.587027																			-3.112709																																																																																																																																																0.000000	
 2 	 14												4.715796																								-1.586997																			-3.128799																																																																																																																																																0.000000	
 2 	 15												4.860820																								-1.586943																			-3.273877																																																																																																																																																0.000000	
 2 	 16												4.873603																								-1.586841																			-3.286762																																																																																																																																																0.000000	
 2 	 17												4.873293																								-1.586495																			-3.286799																																																																																																																																																0.000000	
 2 	 18												4.565120																								-1.586121																			-2.978999																																																																																																																																																0.000000	
 2 	 19												4.904995																								-1.588301																			-3.316694																																																																																																																																																0.000000	
 2 	 20												5.183571																								-1.638994																			-3.544577																																																																																																																																																0.000000	
 2 	 21												5.127003																								-1.631303																			-3.495701																																																																																																																																																0.000000	
 2 	 22												5.030804																								-1.604075																			-3.426729																																																																																																																																																0.000000	
 2 	 23												4.979399																								-1.598283																			-3.381116																																																																																																																																																0.000000	
 2 	 24												4.933472																								-1.593236																			-3.340237																																																																																																																																																0.000000	
 3 	 1												4.054439																								-1.075440																			-2.979000																																																																																																																																																0.000000	
 3 	 2												4.054080																								-1.075081																			-2.978999																																																																																																																																																0.000000	
 3 	 3												4.048618																								-1.069619																			-2.978999																																																																																																																																																0.000000	
 3 	 4												4.049770																								-1.070770																			-2.979000																																																																																																																																																0.000000	
 3 	 5												4.049209																								-1.070210																			-2.979000																																																																																																																																																0.000000	
 3 	 6												4.048924																								-1.069924																			-2.979000																																																																																																																																																0.000000	
 3 	 7												4.050278																								-1.071277																			-2.979001																																																																																																																																																0.000000	
 3 	 8												4.054835																								-1.075833																			-2.979001																																																																																																																																																0.000000	
 3 	 9												4.056518																								-1.077516																			-2.979002																																																																																																																																																0.000000	
 3 	 10												4.058318																								-1.079315																			-2.979003																																																																																																																																																0.000000	
 3 	 11												4.059917																								-1.080913																			-2.979004																																																																																																																																																0.000000	
 3 	 12												4.060895																								-1.081890																			-2.979005																																																																																																																																																0.000000	
 3 	 13												4.061390																								-1.082384																			-2.979006																																																																																																																																																0.000000	
 3 	 14												4.062140																								-1.083132																			-2.979008																																																																																																																																																0.000000	
 3 	 15												4.062606																								-1.083595																			-2.979011																																																																																																																																																0.000000	
