Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	IMPORTED_GAS	WOOD	WET_BIOMASS	IMPORTED_COAL	LOCAL_COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	IMPORTED_COAL_CENTRAL	LOCAL_COAL_CENTRAL	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	H2_INFRASTRUCTURE	CHARGING_STATION	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1							4.732201	0.000000																									-4.182996																-0.000000			-0.513749																		-0.000000					-0.000002																			-0.035452																																	-0.000000			0.000000																																															-0.000004	0.000003																							0.000000	
 1 	 2							4.719271	0.000000																									-4.191276																-0.000000			-0.513799																		-0.000000					-0.000003																			-0.014193																																	-0.000000			0.000000																																															-0.000004	0.000003																							0.000000	
 1 	 3							4.557198	0.000000																									-4.025026																-0.000000			-0.525099																		-0.000000					-0.000004																			-0.007066																																	-0.000000			0.000000																																															-0.000004	0.000002																							0.000000	
 1 	 4							4.781958	0.000000																									-4.183138																-0.000000			-0.513653																		-0.000000					-0.000008																			-0.085158																																	-0.000000			0.000000																																															-0.000004	0.000003																							0.000000	
 1 	 5							7.264253	0.000000																									-4.141563																-0.000000			-0.513608																		-0.000000					-2.381992																			-0.227089																																	-0.000000			0.000000																																															-0.000003	0.000004																							0.000000	
 1 	 6							11.294337	0.000000																									-4.141279																-0.000000			-0.513471																		-0.000000					-6.071867																			-0.567722																																	-0.000000			0.000000																																															-0.000003	0.000006																							0.000000	
 1 	 7							11.860310	0.000000																									-4.175232																-0.000000			-0.513399																		-0.000000					-6.071870																			-1.099811																																	-0.000000			0.000000																																															-0.000003	0.000005																							0.000000	
 1 	 8							6.488148	0.000000																									-4.271601																-0.000000			-0.513717																		-0.000000					-0.744933																			-0.957899																																	-0.000000			0.000000																																															-0.000003	0.000005																							0.000000	
 1 	 9							6.415850	0.000000																									-4.270192																-0.000000			-0.513786																		-0.000000					-0.744929																			-0.886946																																	-0.000000			0.000000																																															-0.000003	0.000005																							0.000000	
 1 	 10							6.541557	0.000000																									-4.289517																-0.000000			-0.513731																		-0.000000					-0.744929																			-0.993381																																	-0.000000			0.000000																																															-0.000003	0.000005																							0.000000	
 1 	 11							6.702472	0.000000																									-4.309084																-0.000000			-0.513173																		-0.000000					-0.744928																			-1.135288																																	-0.000000			0.000000																																															-0.000003	0.000005																							0.000000	
 1 	 12							6.822800	0.000000																									-4.315909																-0.000000			-0.513144																		-0.000000					-0.744929																			-1.248820																																	-0.000000			0.000000																																															-0.000003	0.000005																							0.000000	
 1 	 13							8.464628	0.000000																									-4.278927																-0.000000			-0.513115																		-0.000000					-2.537300																			-1.135288																																	-0.000000			0.000000																																															-0.000003	0.000005																							0.000000	
 1 	 14							11.986037	0.000000																									-4.251631																-0.000000			-0.513060																		-0.000000					-6.071867																			-1.149481																																	-0.000000			0.000000																																															-0.000003	0.000005																							0.000000	
 1 	 15							12.139843	0.000000																									-4.263585																-0.000000			-0.512998																		-0.000000					-6.071870																			-1.291393																																	-0.000000			0.000000																																															-0.000002	0.000006																							0.000000	
 1 	 16							12.219950	0.000000																									-4.286892																-0.000000			-0.513031																		-0.000000					-6.071871																			-1.348160																																	-0.000000			0.000000																																															-0.000002	0.000006																							0.000000	
 1 	 17							12.216661	0.000000																									-4.283650																-0.000000			-0.512984																		-0.000000					-6.071871																			-1.348160																																	-0.000000			0.000000																																															-0.000002	0.000006																							0.000000	
 1 	 18							11.794540	0.000000																									-4.215857																-0.000000			-0.513434																		-0.000000					-6.071872																			-0.993381																																	-0.000000			0.000000																																															-0.000002	0.000007																							0.000000	
 1 	 19							11.493968	0.000000																									-4.199060																-0.000000			-0.513484																		-0.000000					-6.071872																			-0.709556																																	-0.000000			0.000000																																															-0.000002	0.000007																							0.000000	
 1 	 20							11.310999	0.000000																									-4.193503																-0.000000			-0.513539																		-0.000000					-6.071872																			-0.532089																																	-0.000000			0.000000																																															-0.000002	0.000007																							0.000000	
 1 	 21							11.115402	0.000000																									-4.175434																-0.000000			-0.513574																		-0.000000					-6.071872																			-0.354525																																	-0.000000			0.000000																																															-0.000002	0.000005																							0.000000	
 1 	 22							10.956040	0.000000																									-4.143452																-0.000000			-0.513629																		-0.000000					-6.071872																			-0.227089																																	-0.000000			0.000000																																															-0.000002	0.000005																							0.000000	
 1 	 23							10.836674	0.000000																									-4.109372																-0.000000			-0.513502																		-0.000000					-6.071872																			-0.141931																																	-0.000000			0.000000																																															-0.000002	0.000006																							0.000000	
 1 	 24							10.747955	0.000000																									-4.105803																-0.000000			-0.513511																		-0.000000					-6.071873																			-0.056772																																	-0.000000			0.000000																																															-0.000002	0.000006																							0.000000	
 2 	 1							5.812216	0.000000																									-5.254813																-0.000000			-0.521947																		-0.000000					-0.000001																			-0.035452																																	-0.000000			0.000000																																															-0.000003	0.000001																							0.000000	
 2 	 2							5.791658	0.000000																									-5.255427																-0.000000			-0.522032																		-0.000000					-0.000003																			-0.014193																																	-0.000000			0.000000																																															-0.000003	0.000001																							0.000000	
 2 	 3							9.472927	0.000000																									-5.233945																-0.000000			-0.522013																		-0.000000					-3.709899																			-0.007066																																	-0.000000			0.000000																																															-0.000004	0.000001																							0.000000	
 2 	 4							11.908419	0.000000																									-5.229715																-0.000000			-0.521672																		-0.000000					-6.071871																			-0.085158																																	-0.000000			0.000000																																															-0.000004	0.000001																							0.000000	
