Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	IMPORTED_GAS	WOOD	WET_BIOMASS	IMPORTED_COAL	LOCAL_COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	IMPORTED_COAL_CENTRAL	LOCAL_COAL_CENTRAL	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	H2_INFRASTRUCTURE	CHARGING_STATION	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1																																																																																											0.318562	0.202164		0.091893																																																																																																											-0.612618	
 1 	 2																																																																																											0.127533	0.080935		0.036788																																																																																																											-0.245256	
 1 	 3																																																																																											0.063495	0.040295		0.018316																																																																																																											-0.122106	
 1 	 4																																																																																											0.765199	0.485607		0.220730																																																																																																											-1.471537	
 1 	 5																																																																																											2.040531	1.294952		0.588615																																																																																																											-3.924098	
 1 	 6																																																																																											5.101327	3.237381		1.471537																																																																																																											-9.810244	
 1 	 7																																																																																											9.882464	6.271564		2.850711																																																																																																											-19.004739	
 1 	 8																																																																																											8.607295	5.462322		2.482874																																																																																																											-16.552491	
 1 	 9																																																																																											7.969738	5.057718		2.298963																																																																																																											-15.326419	
 1 	 10																																																																																											8.926128	5.664658		2.574845																																																																																																											-17.165631	
 1 	 11																																																																																											10.201243	6.473866		2.942666																																																																																																											-19.617775	
 1 	 12																																																																																											11.221400	7.121273		3.236942																																																																																																											-21.579615	
 1 	 13																																																																																											10.201243	6.473866		2.942666																																																																																																											-19.617775	
 1 	 14																																																																																											10.328776	6.554800		2.979455																																																																																																											-19.863031	
 1 	 15																																																																																											11.603945	7.364042		3.347292																																																																																																											-22.315279	
 1 	 16																																																																																											12.114024	7.687746		3.494430																																																																																																											-23.296199	
 1 	 17																																																																																											12.114024	7.687746		3.494430																																																																																																											-23.296199	
 1 	 18																																																																																											8.926128	5.664658		2.574845																																																																																																											-17.165631	
 1 	 19																																																																																											6.375790	4.046175		1.839170																																																																																																											-12.261135	
 1 	 20																																																																																											4.781137	3.034183		1.379174																																																																																																											-9.194495	
 1 	 21																																																																																											3.185616	2.021641		0.918928																																																																																																											-6.126184	
 1 	 22																																																																																											2.040531	1.294952		0.588615																																																																																																											-3.924098	
 1 	 23																																																																																											1.275332	0.809345		0.367884																																																																																																											-2.452561	
 1 	 24																																																																																											0.510133	0.323738		0.147154																																																																																																											-0.981024	
 2 	 1																																																																																											0.318562	0.202164		0.091893																																																																																																											-0.612618	
 2 	 2																																																																																											0.127533	0.080935		0.036788																																																																																																											-0.245256	
 2 	 3																																																																																											0.063495	0.040295		0.018316																																																																																																											-0.122106	
 2 	 4																																																																																											0.765199	0.485607		0.220730																																																																																																											-1.471537	
 2 	 5																																																																																											2.040531	1.294952		0.588615																																																																																																											-3.924098	
 2 	 6																																																																																											5.101327	3.237381		1.471537																																																																																																											-9.810244	
 2 	 7																																																																																											9.882464	6.271564		2.850711																																																																																																											-19.004739	
 2 	 8																																																																																											8.607295	5.462322		2.482874																																																																																																											-16.552491	
 2 	 9																																																																																											7.969738	5.057718		2.298963																																																																																																											-15.326419	
 2 	 10																																																																																											8.926128	5.664658		2.574845																																																																																																											-17.165631	
 2 	 11																																																																																											10.201243	6.473866		2.942666																																																																																																											-19.617775	
 2 	 12																																																																																											11.221400	7.121273		3.236942																																																																																																											-21.579615	
 2 	 13																																																																																											10.201243	6.473866		2.942666																																																																																																											-19.617775	
 2 	 14																																																																																											10.328776	6.554800		2.979455																																																																																																											-19.863031	
 2 	 15																																																																																											11.603945	7.364042		3.347292																																																																																																											-22.315279	
 2 	 16																																																																																											12.114024	7.687746		3.494430																																																																																																											-23.296199	
 2 	 17																																																																																											12.114024	7.687746		3.494430																																																																																																											-23.296199	
 2 	 18																																																																																											8.926128	5.664658		2.574845																																																																																																											-17.165631	
 2 	 19																																																																																											6.375790	4.046175		1.839170																																																																																																											-12.261135	
 2 	 20																																																																																											4.781137	3.034183		1.379174																																																																																																											-9.194495	
 2 	 21																																																																																											3.185616	2.021641		0.918928																																																																																																											-6.126184	
 2 	 22																																																																																											2.040531	1.294952		0.588615																																																																																																											-3.924098	
 2 	 23																																																																																											1.275332	0.809345		0.367884																																																																																																											-2.452561	
 2 	 24																																																																																											0.510133	0.323738		0.147154																																																																																																											-0.981024	
 3 	 1																																																																																											0.318562	0.202164		0.091893																																																																																																											-0.612618	
 3 	 2																																																																																											0.127533	0.080935		0.036788																																																																																																											-0.245256	
 3 	 3																																																																																											0.063495	0.040295		0.018316																																																																																																											-0.122106	
 3 	 4																																																																																											0.765199	0.485607		0.220730																																																																																																											-1.471537	
 3 	 5																																																																																											2.040531	1.294952		0.588615																																																																																																											-3.924098	
 3 	 6																																																																																											5.101327	3.237381		1.471537																																																																																																											-9.810244	
 3 	 7																																																																																											9.882464	6.271564		2.850711																																																																																																											-19.004739	
 3 	 8																																																																																											8.607295	5.462322		2.482874																																																																																																											-16.552491	
 3 	 9																																																																																											7.969738	5.057718		2.298963																																																																																																											-15.326419	
 3 	 10																																																																																											8.926128	5.664658		2.574845																																																																																																											-17.165631	
 3 	 11																																																																																											10.201243	6.473866		2.942666																																																																																																											-19.617775	
 3 	 12																																																																																											11.221400	7.121273		3.236942																																																																																																											-21.579615	
 3 	 13																																																																																											10.201243	6.473866		2.942666																																																																																																											-19.617775	
 3 	 14																																																																																											10.328776	6.554800		2.979455																																																																																																											-19.863031	
 3 	 15																																																																																											11.603945	7.364042		3.347292																																																																																																											-22.315279	
 3 	 16																																																																																											12.114024	7.687746		3.494430																																																																																																											-23.296199	
