Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	IMPORTED_GAS	WOOD	WET_BIOMASS	IMPORTED_COAL	LOCAL_COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	IMPORTED_COAL_CENTRAL	LOCAL_COAL_CENTRAL	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	H2_INFRASTRUCTURE	CHARGING_STATION	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1																																																																																		0.316038																																																																																																																							-0.316038	
 1 	 2																																																																																		0.305071																																																																																																																							-0.305071	
 1 	 3																																																																																		0.294104																																																																																																																							-0.294104	
 1 	 4																																																																																		0.286627																																																																																																																							-0.286627	
 1 	 5																																																																																		0.285630																																																																																																																							-0.285630	
 1 	 6																																																																																		0.281642																																																																																																																							-0.281642	
 1 	 7																																																																																		0.287126																																																																																																																							-0.287126	
 1 	 8																																																																																		0.367381																																																																																																																							-0.367381	
 1 	 9																																																																																		0.488014																																																																																																																							-0.488014	
 1 	 10																																																																																		0.600131																																																																																																																							-0.600131	
 1 	 11																																																																																		0.680818																																																																																																																							-0.680818	
 1 	 12																																																																																		0.719095																																																																																																																							-0.719095	
 1 	 13																																																																																		0.715807																																																																																																																							-0.715807	
 1 	 14																																																																																		0.683853																																																																																																																							-0.683853	
 1 	 15																																																																																		0.641697																																																																																																																							-0.641697	
 1 	 16																																																																																		0.583691																																																																																																																							-0.583691	
 1 	 17																																																																																		0.509833																																																																																																																							-0.509833	
 1 	 18																																																																																		0.422214																																																																																																																							-0.422214	
 1 	 19																																																																																		0.364390																																																																																																																							-0.364390	
 1 	 20																																																																																		0.345947																																																																																																																							-0.345947	
 1 	 21																																																																																		0.338968																																																																																																																							-0.338968	
 1 	 22																																																																																		0.332986																																																																																																																							-0.332986	
 1 	 23																																																																																		0.327004																																																																																																																							-0.327004	
 1 	 24																																																																																		0.319527																																																																																																																							-0.319527	
 2 	 1																																																																																		0.339965																																																																																																																							-0.339965	
 2 	 2																																																																																		0.319527																																																																																																																							-0.319527	
 2 	 3																																																																																		0.302579																																																																																																																							-0.302579	
 2 	 4																																																																																		0.286129																																																																																																																							-0.286129	
 2 	 5																																																																																		0.276159																																																																																																																							-0.276159	
 2 	 6																																																																																		0.266189																																																																																																																							-0.266189	
 2 	 7																																																																																		0.279150																																																																																																																							-0.279150	
 2 	 8																																																																																		0.407758																																																																																																																							-0.407758	
 2 	 9																																																																																		0.575175																																																																																																																							-0.575175	
 2 	 10																																																																																		0.704425																																																																																																																							-0.704425	
 2 	 11																																																																																		0.797337																																																																																																																							-0.797337	
 2 	 12																																																																																		0.854247																																																																																																																							-0.854247	
 2 	 13																																																																																		0.872543																																																																																																																							-0.872543	
 2 	 14																																																																																		0.855343																																																																																																																							-0.855343	
 2 	 15																																																																																		0.811417																																																																																																																							-0.811417	
 2 	 16																																																																																		0.745654																																																																																																																							-0.745654	
 2 	 17																																																																																		0.657042																																																																																																																							-0.657042	
 2 	 18																																																																																		0.550809																																																																																																																							-0.550809	
 2 	 19																																																																																		0.471066																																																																																																																							-0.471066	
 2 	 20																																																																																		0.436670																																																																																																																							-0.436670	
 2 	 21																																																																																		0.417728																																																																																																																							-0.417728	
 2 	 22																																																																																		0.402774																																																																																																																							-0.402774	
 2 	 23																																																																																		0.388816																																																																																																																							-0.388816	
 2 	 24																																																																																		0.374859																																																																																																																							-0.374859	
 3 	 1																																																																																		0.352925																																																																																																																							-0.352925	
 3 	 2																																																																																		0.346445																																																																																																																							-0.346445	
 3 	 3																																																																																		0.340463																																																																																																																							-0.340463	
 3 	 4																																																																																		0.341460																																																																																																																							-0.341460	
 3 	 5																																																																																		0.344451																																																																																																																							-0.344451	
 3 	 6																																																																																		0.328500																																																																																																																							-0.328500	
 3 	 7																																																																																		0.345448																																																																																																																							-0.345448	
 3 	 8																																																																																		0.444148																																																																																																																							-0.444148	
 3 	 9																																																																																		0.570875																																																																																																																							-0.570875	
 3 	 10																																																																																		0.710411																																																																																																																							-0.710411	
 3 	 11																																																																																		0.818583																																																																																																																							-0.818583	
 3 	 12																																																																																		0.855765																																																																																																																							-0.855765	
 3 	 13																																																																																		0.857620																																																																																																																							-0.857620	
 3 	 14																																																																																		0.813525																																																																																																																							-0.813525	
 3 	 15																																																																																		0.743546																																																																																																																							-0.743546	
 3 	 16																																																																																		0.663281																																																																																																																							-0.663281	
 3 	 17																																																																																		0.589087																																																																																																																							-0.589087	
 3 	 18																																																																																		0.506461																																																																																																																							-0.506461	
 3 	 19																																																																																		0.437667																																																																																																																							-0.437667	
 3 	 20																																																																																		0.399284																																																																																																																							-0.399284	
 3 	 21																																																																																		0.378846																																																																																																																							-0.378846	
 3 	 22																																																																																		0.370871																																																																																																																							-0.370871	
 3 	 23																																																																																		0.367381																																																																																																																							-0.367381	
 3 	 24																																																																																		0.364889																																																																																																																							-0.364889	
 4 	 1																																																																																		0.365886																																																																																																																							-0.365886	
 4 	 2																																																																																		0.365886																																																																																																																							-0.365886	
 4 	 3																																																																																		0.362396																																																																																																																							-0.362396	
 4 	 4																																																																																		0.358907																																																																																																																							-0.358907	
 4 	 5																																																																																		0.362396																																																																																																																							-0.362396	
 4 	 6																																																																																		0.355418																																																																																																																							-0.355418	
 4 	 7																																																																																		0.368877																																																																																																																							-0.368877	
 4 	 8																																																																																		0.467576																																																																																																																							-0.467576	
 4 	 9																																																																																		0.637650																																																																																																																							-0.637650	
 4 	 10																																																																																		0.778957																																																																																																																							-0.778957	
 4 	 11																																																																																		0.878360																																																																																																																							-0.878360	
