Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	IMPORTED_GAS	WOOD	WET_BIOMASS	IMPORTED_COAL	LOCAL_COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	IMPORTED_COAL_CENTRAL	LOCAL_COAL_CENTRAL	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	H2_INFRASTRUCTURE	CHARGING_STATION	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	SYN_METHANOLATION	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1												4.538044																								-1.288939																			-3.249104																																																																																																																																																		0.000000	
 1 	 2												4.537101																								-1.288416																			-3.248684																																																																																																																																																		0.000000	
 1 	 3												4.547244																								-1.303139																			-3.244105																																																																																																																																																		0.000000	
 1 	 4												4.523086																								-1.273102																			-3.249984																																																																																																																																																		0.000000	
 1 	 5												4.519945																								-1.269336																			-3.250609																																																																																																																																																		0.000000	
 1 	 6												4.525328																								-1.274865																			-3.250463																																																																																																																																																		0.000000	
 1 	 7												4.532718																								-1.282920																			-3.249798																																																																																																																																																		0.000000	
 1 	 8												4.549486																								-1.302450																			-3.247037																																																																																																																																																		0.000000	
 1 	 9												4.548702																								-1.301363																			-3.247339																																																																																																																																																		0.000000	
 1 	 10												4.551846																								-1.304947																			-3.246900																																																																																																																																																		0.000000	
 1 	 11												4.541715																								-1.294698																			-3.247018																																																																																																																																																		0.000000	
 1 	 12												4.542887																								-1.296119																			-3.246768																																																																																																																																																		0.000000	
 1 	 13												4.542963																								-1.295895																			-3.247068																																																																																																																																																		0.000000	
 1 	 14												4.542593																								-1.295491																			-3.247101																																																																																																																																																		0.000000	
 1 	 15												4.541777																								-1.294949																			-3.246827																																																																																																																																																		0.000000	
 1 	 16												4.535952																								-1.290530																			-3.245422																																																																																																																																																		0.000000	
 1 	 17												4.535028																								-1.289560																			-3.245468																																																																																																																																																		0.000000	
 1 	 18												4.550912																								-1.301446																			-3.249466																																																																																																																																																		0.000000	
 1 	 19												4.548468																								-1.297522																			-3.250946																																																																																																																																																		0.000000	
 1 	 20												4.547362																								-1.295584																			-3.251778																																																																																																																																																		0.000000	
 1 	 21												4.544520																								-1.292590																			-3.251929																																																																																																																																																		0.000000	
 1 	 22												4.540812																								-1.288379																			-3.252433																																																																																																																																																		0.000000	
 1 	 23												4.540435																								-1.287933																			-3.252502																																																																																																																																																		0.000000	
 1 	 24												4.541518																								-1.289597																			-3.251921																																																																																																																																																		0.000000	
 2 	 1												4.744692																								-1.570487																			-3.174205																																																																																																																																																		0.000000	
 2 	 2												4.744809																								-1.570304																			-3.174505																																																																																																																																																		0.000000	
 2 	 3												4.744343																								-1.568560																			-3.175783																																																																																																																																																		0.000000	
 2 	 4												4.738291																								-1.571022																			-3.167268																																																																																																																																																		0.000000	
 2 	 5												4.742696																								-1.575654																			-3.167041																																																																																																																																																		0.000000	
 2 	 6												4.744965																								-1.577897																			-3.167068																																																																																																																																																		0.000000	
 2 	 7												4.745177																								-1.578855																			-3.166322																																																																																																																																																		0.000000	
 2 	 8												4.740767																								-1.573568																			-3.167199																																																																																																																																																		0.000000	
 2 	 9												4.740876																								-1.573493																			-3.167383																																																																																																																																																		0.000000	
 2 	 10												4.741553																								-1.574208																			-3.167344																																																																																																																																																		0.000000	
 2 	 11												4.742481																								-1.575209																			-3.167272																																																																																																																																																		0.000000	
 2 	 12												4.748225																								-1.582466																			-3.165758																																																																																																																																																		0.000000	
 2 	 13												4.743013																								-1.575667																			-3.167345																																																																																																																																																		0.000000	
 2 	 14												4.743239																								-1.575939																			-3.167300																																																																																																																																																		0.000000	
 2 	 15												4.748699																								-1.582659																			-3.166041																																																																																																																																																		0.000000	
 2 	 16												4.748963																								-1.582818																			-3.166145																																																																																																																																																		0.000000	
 2 	 17												4.748944																								-1.582969																			-3.165975																																																																																																																																																		0.000000	
 2 	 18												4.742326																								-1.574458																			-3.167868																																																																																																																																																		0.000000	
 2 	 19												4.741795																								-1.573540																			-3.168255																																																																																																																																																		0.000000	
 2 	 20												4.741936																								-1.573279																			-3.168657																																																																																																																																																		0.000000	
 2 	 21												4.735327																								-1.565816																			-3.169511																																																																																																																																																		0.000000	
 2 	 22												4.732870																								-1.563524																			-3.169347																																																																																																																																																		0.000000	
 2 	 23												4.737301																								-1.561414																			-3.175887																																																																																																																																																		0.000000	
 2 	 24												4.745326																								-1.570683																			-3.174643																																																																																																																																																		0.000000	
 3 	 1												4.390304																								-1.115743																			-3.274562																																																																																																																																																		0.000000	
 3 	 2												4.399924																								-1.119341																			-3.280583																																																																																																																																																		0.000000	
 3 	 3												4.405017																								-1.121936																			-3.283081																																																																																																																																																		0.000000	
 3 	 4												4.386712																								-1.113324																			-3.273388																																																																																																																																																		0.000000	
 3 	 5												4.387807																								-1.114895																			-3.272912																																																																																																																																																		0.000000	
 3 	 6												4.393575																								-1.121539																			-3.272036																																																																																																																																																		0.000000	
 3 	 7												4.400773																								-1.130867																			-3.269906																																																																																																																																																		0.000000	
 3 	 8												4.406313																								-1.136418																			-3.269895																																																																																																																																																		0.000000	
 3 	 9												4.407893																								-1.138056																			-3.269837																																																																																																																																																		0.000000	
 3 	 10												4.411471																								-1.142280																			-3.269191																																																																																																																																																		0.000000	
 3 	 11												4.416158																								-1.147235																			-3.268923																																																																																																																																																		0.000000	
 3 	 12												4.419624																								-1.151296																			-3.268329																																																																																																																																																		0.000000	
 3 	 13												4.419198																								-1.150279																			-3.268919																																																																																																																																																		0.000000	
 3 	 14												4.420071																								-1.151238																			-3.268833																																																																																																																																																		0.000000	
