{PERIODS};Electricity (%_elec);Space Heating (%_sh);Space Cooling (%_sc);Passanger mobility (%_pass);Freight mobility (%_freight);PV;Wind_onshore;Wind_offshore;Hydro_river;Hydro_dam;Solar
1;9.12E-05;0.0004000817611114;0;5.87E-06;0.000114155;0;0.647864088779396;0.73962944330229;0.351812104751692;0.308908189538071;0
2;7.14E-05;0.0004000817611114;0;2.35E-06;0.000114155;0;0.647864088779396;0.73962944330229;0.351812104751692;0.308908189538071;0
3;5.28E-05;0.0004000817611114;0;1.17E-06;0.000114155;0;0.647864088779396;0.73962944330229;0.351812104751692;0.308908189538071;0
4;3.76E-05;0.0004000817611114;0;1.41E-05;0.000114155;0;0.647864088779396;0.73962944330229;0.351812104751692;0.308908189538071;0
5;3.10E-05;0.000402547445076;0;3.76E-05;0.000114155;0;0.672323198106901;0.7717270366925;0.351812104751692;0.308908189538071;0
6;3.01E-05;0.0004052704048703;0;9.40E-05;0.000114155;0;0.682483243047854;0.792024500714765;0.351812104751692;0.308908189538071;0
7;3.15E-05;0.0004048172509933;0;0.0001821;0.000114155;0;0.700318455562847;0.852732149574323;0.351812104751692;0.308908189538071;0
8;2.30E-05;0.0004049755255542;0;0.000158603;0.000114155;0.00325498201817511;0.713282164361367;0.893243086578467;0.351812104751692;0.308908189538071;0
9;2.38E-05;0.0004012102905979;0;0.000146855;0.000114155;0.0566715619235845;0.697368098878271;0.863150821003428;0.351812104751692;0.308908189538071;0
10;2.89E-05;0.0003793541671085;0;0.000164478;0.000114155;0.168015196816732;0.64535714085148;0.763745440401594;0.351812104751692;0.308908189538071;0
11;4.27E-05;0.0003511485781144;0;0.000187974;0.000114155;0.300504589892066;0.582311311884535;0.660908108003322;0.351812104751692;0.308908189538071;0
12;5.69E-05;0.0003267097112201;0;0.000206772;0.000114155;0.373276687869941;0.563560635811633;0.612895973796112;0.351812104751692;0.308908189538071;0
13;6.55E-05;0.0003070879146526;0;0.000187974;0.000114155;0.395154817006367;0.567135597250849;0.58815440104209;0.351812104751692;0.308908189538071;0
14;6.62E-05;0.0002935300520329;0;0.000190324;0.000114155;0.37449730612682;0.577278918346338;0.578708468236279;0.351812104751692;0.308908189538071;0
15;6.11E-05;0.0002860095672268;0;0.000213821;0.000114155;0.310560159341172;0.587011226047;0.581316603273091;0.351812104751692;0.308908189538071;0
16;5.98E-05;0.0002862942489873;0;0.00022322;0.000114155;0.206435609566874;0.584273247707551;0.583216617818415;0.351812104751692;0.308908189538071;0
17;6.44E-05;0.0002989251962927;0;0.00022322;0.000114155;0.0775848213903596;0.592816694153669;0.613404740718373;0.351812104751692;0.308908189538071;0
18;8.79E-05;0.0003199750755425;0;0.000164478;0.000114155;0.00240636170629374;0.641357239981508;0.695399872498767;0.351812104751692;0.308908189538071;0
19;9.59E-05;0.0003312115071195;0;0.000117484;0.000114155;0;0.676652969583756;0.759716985346079;0.351812104751692;0.308908189538071;0
20;9.32E-05;0.0003347585568758;0;8.81E-05;0.000114155;0;0.707828268791999;0.857960397178912;0.351812104751692;0.308908189538071;0
21;8.52E-05;0.0003361989616044;0;5.87E-05;0.000114155;0;0.701295433129746;0.90082897938314;0.351812104751692;0.308908189538071;0
22;7.64E-05;0.0003366353320044;0;3.76E-05;0.000114155;0;0.683204986627226;0.925228728996247;0.351812104751692;0.308908189538071;0
23;9.24E-05;0.0003371492463169;0;2.35E-05;0.000114155;0;0.653604079313283;0.925832352025539;0.351812104751692;0.308908189538071;0
24;9.26E-05;0.0003379435934083;0;9.40E-06;0.000114155;0;0.648283829576765;0.950496979344496;0.351812104751692;0.308908189538071;0
25;6.64E-05;0.0003379659005612;0;5.87E-06;0.000114155;0;0.637379995700612;0.947513016847293;0.315733653859078;0.277229549729923;0
26;4.77E-05;0.0003369697268485;0;2.35E-06;0.000114155;0;0.623445267283979;0.929363646867835;0.315733653859078;0.277229549729923;0
27;3.25E-05;0.0003358418347093;0;1.17E-06;0.000114155;0;0.6051207026973;0.902138572140168;0.315733653859078;0.277229549729923;0
28;2.38E-05;0.0003361556219931;0;1.41E-05;0.000114155;0;0.580499959986376;0.903713302178174;0.315733653859078;0.277229549729923;0
29;2.57E-05;0.000337962501376;0;3.76E-05;0.000114155;0;0.546742165681684;0.886395907028708;0.315733653859078;0.277229549729923;0
30;4.10E-05;0.0003416939569294;0;9.40E-05;0.000114155;0;0.518119641140615;0.872304954471863;0.315733653859078;0.277229549729923;0
31;7.12E-05;0.0003443117544316;0;0.0001821;0.000114155;0;0.506218986672408;0.872807491595006;0.315733653859078;0.277229549729923;0
32;9.33E-05;0.000344788702605;0;0.000158603;0.000114155;0.00353398047687583;0.514832920283668;0.887161986900878;0.315733653859078;0.277229549729923;0
33;0.000117755;0.0003395252767717;0;0.000146855;0.000114155;0.0498709744927544;0.526166350305374;0.920619716000827;0.315733653859078;0.277229549729923;0
34;0.00013528;0.0003151153029517;0;0.000164478;0.000114155;0.1589244970374;0.48929669511087;0.876857305961884;0.315733653859078;0.277229549729923;0
35;0.000142275;0.0002921230018092;0;0.000187974;0.000114155;0.273348739911884;0.454459286465912;0.839906662031509;0.315733653859078;0.277229549729923;0
36;0.000149154;0.000273051873244;0;0.000206772;0.000114155;0.335135273578425;0.475461049492592;0.880672093742854;0.315733653859078;0.277229549729923;0
37;0.000148693;0.0002597257925652;0;0.000187974;0.000114155;0.343388977981542;0.485056207796425;0.907462417494186;0.315733653859078;0.277229549729923;0.064570558
38;0.000146579;0.0002544067050743;0;0.000190324;0.000114155;0.317372371707729;0.447600931295118;0.87448790572406;0.315733653859078;0.277229549729923;0.078607916
39;0.000141083;0.0002520047558323;0;0.000213821;0.000114155;0.269628760462586;0.377055440611504;0.783551899845591;0.315733653859078;0.277229549729923;0.495069724
40;0.000143581;0.0002531509185919;0;0.00022322;0.000114155;0.196217291016941;0.301562410687354;0.633843932668844;0.315733653859078;0.277229549729923;0.219038368
41;0.000147847;0.0002635428650958;0;0.00022322;0.000114155;0.0745507131519892;0.270475223586023;0.547497953731771;0.315733653859078;0.277229549729923;0
42;0.000177709;0.0002845451557528;0;0.000164478;0.000114155;0.00671921288037576;0.308549852647329;0.559509970431345;0.315733653859078;0.277229549729923;0
43;0.00017963;0.0002986730192407;0;0.000117484;0.000114155;0;0.363351994661223;0.561417141829146;0.315733653859078;0.277229549729923;0
44;0.000163335;0.0003059602349625;0;8.81E-05;0.000114155;0;0.395970453357186;0.540012108533453;0.315733653859078;0.277229549729923;0
45;0.000142582;0.0003115051558201;0;5.87E-05;0.000114155;0;0.38957143051424;0.51883653950242;0.315733653859078;0.277229549729923;0
46;0.000124673;0.0003155814162223;0;3.76E-05;0.000114155;0;0.365182030132171;0.492186497476036;0.315733653859078;0.277229549729923;0
47;0.000136471;0.0003194014630399;0;2.35E-05;0.000114155;0;0.347279578809911;0.466572641609261;0.315733653859078;0.277229549729923;0
48;0.00013405;0.0003213944478126;0;9.40E-06;0.000114155;0;0.345426587434984;0.452625048594838;0.315733653859078;0.277229549729923;0
49;0.000105649;0.000323511502845;0;5.87E-06;0.000114155;0;0.343884026929356;0.436424048267399;0.321521371842086;0.282311448446709;0
50;7.91E-05;0.0003241356782274;0;2.35E-06;0.000114155;0;0.34080757345786;0.426849403363418;0.321521371842086;0.282311448446709;0
51;6.78E-05;0.0003239769787683;0;1.17E-06;0.000114155;0;0.32231250630419;0.404740069035749;0.321521371842086;0.282311448446709;0
52;5.78E-05;0.0003243808444599;0;1.41E-05;0.000114155;0;0.292373930433279;0.375958545763602;0.321521371842086;0.282311448446709;0
53;5.90E-05;0.0003251962240098;0;3.76E-05;0.000114155;0;0.272378988278834;0.351963102692532;0.321521371842086;0.282311448446709;0
54;7.25E-05;0.0003280343312028;0;9.40E-05;0.000114155;0;0.253842486443011;0.332634335339943;0.321521371842086;0.282311448446709;0
55;0.000100499;0.0003343655260871;0;0.0001821;0.000114155;0;0.252932000970518;0.336629305225709;0.321521371842086;0.282311448446709;0
56;0.000122175;0.0003400753074269;0;0.000158603;0.000114155;0.000836995376102171;0.249467304117365;0.316161263372267;0.321521371842086;0.282311448446709;0
57;0.000145349;0.000340625125633;0;0.000146855;0.000114155;0.0266211029343607;0.228919148620517;0.299342511721717;0.321521371842086;0.282311448446709;0
58;0.000154919;0.0003183630119613;0;0.000164478;0.000114155;0.1363488717542;0.185888237162262;0.246273560630152;0.321521371842086;0.282311448446709;0.010492938
59;0.000156494;0.0002961928887391;0;0.000187974;0.000114155;0.270128632701185;0.158608157254522;0.227665262121005;0.321521371842086;0.282311448446709;0.018575869
60;0.000158416;0.0002783556644016;0;0.000206772;0.000114155;0.386122241905924;0.221511833534352;0.389006229472889;0.321521371842086;0.282311448446709;0.021325138
61;0.000157724;0.0002650221480051;0;0.000187974;0.000114155;0.428646256986164;0.303812130243257;0.541418003600407;0.321521371842086;0.282311448446709;0.00556733
62;0.000153035;0.0002547961242288;0;0.000190324;0.000114155;0.464311559956725;0.387002785837173;0.641950644090549;0.321521371842086;0.282311448446709;0.004505762
63;0.00014581;0.0002480735981483;0;0.000213821;0.000114155;0.447246154233038;0.466275549788301;0.72574140420014;0.321521371842086;0.282311448446709;0.013462065
64;0.000144734;0.0002528471164147;0;0.00022322;0.000114155;0.20251800620936;0.474121201025277;0.78050107825494;0.321521371842086;0.282311448446709;0.004489093
65;0.00015365;0.0002651808474641;0;0.00022322;0.000114155;0.0539164521439149;0.647337744493924;0.918102914267842;0.321521371842086;0.282311448446709;0
66;0.000181014;0.0002780414522196;0;0.000164478;0.000114155;0.00144149203662041;0.668935488285567;0.930387892579106;0.321521371842086;0.282311448446709;0
67;0.000180706;0.0002799821745198;0;0.000117484;0.000114155;0;0.85046050628026;1.07448151293902;0.321521371842086;0.282311448446709;0
68;0.000166064;0.0002821578654969;0;8.81E-05;0.000114155;0;0.917308971616125;1.14348951614065;0.321521371842086;0.282311448446709;0
69;0.00014581;0.0002874142805107;0;5.87E-05;0.000114155;0;0.942852903369095;1.16934499921329;0.321521371842086;0.282311448446709;0
70;0.000126133;0.0002916560387423;0;3.76E-05;0.000114155;0;0.998465216138325;1.24856037982609;0.321521371842086;0.282311448446709;0
71;0.000136779;0.0002971123683357;0;2.35E-05;0.000114155;0;1.0433380821159;1.31322647266644;0.321521371842086;0.282311448446709;0
72;0.000136894;0.0002981667530949;0;9.40E-06;0.000114155;0;1.04415642260209;1.35288867371449;0.321521371842086;0.282311448446709;0
73;0.000109377;0.0003009472865886;0;5.87E-06;0.000114155;0;0.977126093322421;1.31996006962991;0.248596561027416;0.218279907243585;0
74;8.59E-05;0.0003027112512584;0;2.35E-06;0.000114155;0;0.849464123633447;1.21695382809678;0.248596561027416;0.218279907243585;0
75;6.80E-05;0.0003045117571691;0;1.17E-06;0.000114155;0;0.800269136046951;1.11958002946305;0.248596561027416;0.218279907243585;0
76;6.07E-05;0.0003079931601612;0;1.41E-05;0.000114155;0;0.824759497036604;1.07703439559178;0.248596561027416;0.218279907243585;0
77;5.77E-05;0.0003139419467104;0;3.76E-05;0.000114155;0;0.918258935194397;1.09683859302524;0.248596561027416;0.218279907243585;0
78;5.75E-05;0.0003216204936284;0;9.40E-05;0.000114155;0;0.981199124783369;1.12075475448732;0.248596561027416;0.218279907243585;0
79;6.82E-05;0.0003302229815735;0;0.0001821;0.000114155;0;0.994820129863003;1.11611388793582;0.248596561027416;0.218279907243585;0
80;7.64E-05;0.0003387139337543;0;0.000158603;0.000114155;0.00418497688051086;0.993819374062936;1.08498284045169;0.248596561027416;0.218279907243585;0
81;9.76E-05;0.0003368042290191;0;0.000146855;0.000114155;0.0596010457399421;0.981354926245922;1.03329390109564;0.248596561027416;0.218279907243585;0
82;0.000114142;0.0003163817118878;0;0.000164478;0.000114155;0.192299687659474;0.947252995024635;0.967564626299996;0.248596561027416;0.218279907243585;0.029166247
83;0.00012621;0.0002976041879443;0;0.000187974;0.000114155;0.335786269981927;0.906701897779447;0.936178898697343;0.248596561027416;0.218279907243585;0.118155678
84;0.000137893;0.0002825239152532;0;0.000206772;0.000114155;0.451931003351953;0.846457760340326;0.85335394285071;0.248596561027416;0.218279907243585;0.41878716
85;0.000139738;0.0002703777767369;0;0.000187974;0.000114155;0.521587618540911;0.716151917025305;0.698683569911211;0.248596561027416;0.218279907243585;0.30363328
86;0.000136356;0.000261147076877;0;0.000190324;0.000114155;0.554707060575933;0.575835721050344;0.576522624577206;0.248596561027416;0.218279907243585;0
87;0.000126402;0.0002565823960514;0;0.000213821;0.000114155;0.514461532908238;0.500122297433435;0.537446729200547;0.248596561027416;0.218279907243585;0.030142759
88;0.000122521;0.0002601307205022;0;0.00022322;0.000114155;0.35100331091689;0.465740604127867;0.543876438049608;0.248596561027416;0.218279907243585;0.106249146
89;0.00012817;0.000277433422967;0;0.00022322;0.000114155;0.152042535056115;0.437908807454218;0.566938301235433;0.248596561027416;0.218279907243585;0
90;0.000155879;0.0003122882431106;0;0.000164478;0.000114155;0.0106251913021859;0.472236542097189;0.62296102996466;0.248596561027416;0.218279907243585;0
91;0.00016076;0.0003263124314499;0;0.000117484;0.000114155;0;0.535738379417561;0.651239571127574;0.248596561027416;0.218279907243585;0
92;0.000147463;0.000331487478468;0;8.81E-05;0.000114155;0;0.569902776155552;0.600195972205297;0.248596561027416;0.218279907243585;0
93;0.000129054;0.0003380032915984;0;5.87E-05;0.000114155;0;0.5786218261305;0.501089844450711;0.248596561027416;0.218279907243585;0
94;0.000111721;0.000342434979303;0;3.76E-05;0.000114155;0;0.591515992970042;0.461221132980595;0.248596561027416;0.218279907243585;0
95;0.000118293;0.0003456856625997;0;2.35E-05;0.000114155;0;0.593915886861856;0.4417499331391;0.248596561027416;0.218279907243585;0
96;0.000118024;0.0003490385339014;0;9.40E-06;0.000114155;0;0.590130897489652;0.426884000997318;0.248596561027416;0.218279907243585;0
97;9.52E-05;0.0003513132261475;0;5.87E-06;0.000114155;0;0.596214927269016;0.46327755998064;0.325608254722474;0.285899930975831;0
98;7.46E-05;0.000354345299346;0;2.35E-06;0.000114155;0;0.603441711151704;0.504860207831653;0.325608254722474;0.285899930975831;0
99;5.80E-05;0.0003549779726914;0;1.17E-06;0.000114155;0;0.619388543777824;0.543511104834298;0.325608254722474;0.285899930975831;0
100;5.10E-05;0.0003548407305889;0;1.41E-05;0.000114155;0;0.624933525702625;0.55765363864365;0.325608254722474;0.285899930975831;0
101;4.93E-05;0.0003535673108333;0;3.76E-05;0.000114155;0;0.627471114059781;0.557105861313189;0.325608254722474;0.285899930975831;0
102;4.93E-05;0.0003515239756299;0;9.40E-05;0.000114155;0;0.665322135727799;0.628762975313346;0.325608254722474;0.285899930975831;0
103;5.67E-05;0.0003499416549193;0;0.0001821;0.000114155;0;0.692143456732931;0.665011728550988;0.325608254722474;0.285899930975831;0
104;5.76E-05;0.0003512378067259;0;0.000158603;0.000114155;0.00158099126597077;0.682230627281329;0.647699450736679;0.325608254722474;0.285899930975831;0
105;7.26E-05;0.0003502671269022;0;0.000146855;0.000114155;0.0427565137958859;0.667415855328141;0.59841488007392;0.325608254722474;0.285899930975831;0
106;8.60E-05;0.0003326693326722;0;0.000164478;0.000114155;0.164248717624272;0.642801751113909;0.526979962239514;0.325608254722474;0.285899930975831;0
107;0.000100999;0.0003101601407263;0;0.000187974;0.000114155;0.306224058295568;0.605928674273523;0.474429345261871;0.325608254722474;0.285899930975831;0
108;0.000117102;0.0002915600117604;0;0.000206772;0.000114155;0.376671169117391;0.608357683661888;0.472271980684374;0.325608254722474;0.285899930975831;0
109;0.000125134;0.0002761266487066;0;0.000187974;0.000114155;0.402873774363688;0.617102087213725;0.481491749535863;0.325608254722474;0.285899930975831;0
110;0.000121175;0.0002666174281093;0;0.000190324;0.000114155;0.383181133153759;0.608554740217264;0.493342088117224;0.325608254722474;0.285899930975831;0
111;0.000111452;0.0002629505570747;0;0.000213821;0.000114155;0.314849760643654;0.550240527623272;0.469703152712794;0.325608254722474;0.285899930975831;0
112;0.000108724;0.0002661313446257;0;0.00022322;0.000114155;0.21950203738273;0.434124958630414;0.393205929837977;0.325608254722474;0.285899930975831;0
113;0.000113758;0.0002793915660913;0;0.00022322;0.000114155;0.107879404030947;0.362540667603853;0.377384687677957;0.325608254722474;0.285899930975831;0
114;0.000146502;0.0003048727081475;0;0.000164478;0.000114155;0.00989282034809649;0.381084636567244;0.399743102721;0.325608254722474;0.285899930975831;0
115;0.000159992;0.0003213515330994;0;0.000117484;0.000114155;0;0.439079070204333;0.423466659562508;0.325608254722474;0.285899930975831;0
116;0.000153497;0.0003325798916116;0;8.81E-05;0.000114155;0;0.497190438431224;0.453678144208525;0.325608254722474;0.285899930975831;0
