Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000002						-0.000000													-0.498644															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	8.628487																							0.000000	
 1 	 2							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000002						-0.000000													-0.199627															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	8.329471																							0.000000	
 1 	 3							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000002						-0.000000													-0.099389															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	8.229232																							0.000000	
 1 	 4							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000002						-0.000000													-1.197764															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	9.327608																							0.000000	
 1 	 5							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000002						-0.000000													-3.194038															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	11.323882																							0.000000	
 1 	 6							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000002						-0.000000													-7.985096															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	16.114940																							0.000000	
 1 	 7							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000002						-0.000000													-15.469000															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	23.598844																							0.000000	
 1 	 8							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000002						-0.000000													-13.472981															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	21.602825																							0.000000	
 1 	 9							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000002						-0.000000													-12.475014															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	20.604858																							0.000000	
 1 	 10							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000003						-0.000000													-13.972049															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	22.101894																							0.000000	
 1 	 11							29.575079	0.000000																								-0.000019															-0.000001			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000003						-0.000000													-15.967984															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	24.097827																							0.000000	
 1 	 12							29.575079	0.000000																								-0.000015															-0.000001			-0.000000							-27.769379					-0.000000						-0.000069	-0.000002		-0.000002		-0.000003						-0.000000													-17.564833															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	25.694671																							0.000000	
 1 	 13							29.575079	0.000000																								-0.000015															-0.000001			-0.000000							-27.769379					-0.000000						-0.000069	-0.000002		-0.000002		-0.000003						-0.000000													-15.967984															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	24.097822																							0.000000	
 1 	 14							29.575079	0.000000																								-0.000015															-0.000001			-0.000000							-27.769379					-0.000000						-0.000069	-0.000002		-0.000002		-0.000003						-0.000000													-16.167611															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	24.297449																							0.000000	
 1 	 15							29.575079	0.000000																								-0.000019															-0.000001			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000003						-0.000000													-18.163630															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	26.293473																							0.000000	
 1 	 16							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000003						-0.000000													-18.962055															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	27.091900																							0.000000	
 1 	 17							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000003						-0.000000													-18.962055															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	27.091900																							0.000000	
 1 	 18							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000003						-0.000000													-13.972049															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	22.101895																							0.000000	
 1 	 19							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000004						-0.000000													-9.980011															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	18.109856																							0.000000	
 1 	 20							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000004						-0.000000													-7.483904															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	15.613749																							0.000000	
 1 	 21							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000004						-0.000000													-4.986438															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	13.116283																							0.000000	
 1 	 22							29.575079	0.000000																								-0.000020															-0.000002			-0.000000							-27.769379					-0.000000						-0.000069	-0.000003		-0.000002		-0.000004						-0.000000													-3.194038															-20.029788			-0.000000				-0.000003									-0.000004		0.000000	0.000000	10.094354	0.000002																																												-0.000006	11.323884																							0.000000	
