Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1			0.187830		0.000000																																																																														-0.192076								-0.000000											-0.000000																												0.000000																																														-0.002713	0.006959																			0.000000	
 1 	 2			0.073539		0.000000																																																																														-0.076896								-0.000000											-0.000000																												0.000000																																														-0.002824	0.006180																			0.000000	
 1 	 3			0.037644		0.000000																																																																														-0.038284								-0.000000											-0.000000																												0.000000																																														-0.004220	0.004860																			0.000000	
 1 	 4			0.458964		0.000000																																																																														-0.461375								-0.000000											-0.000000																												0.000000																																														-0.003615	0.006025																			0.000000	
 1 	 5			1.230144		0.000000																																																																														-1.230333								-0.000000											-0.000000																												0.000000																																														-0.004782	0.004971																			0.000000	
 1 	 6			3.077246		0.000000																																																																														-3.075833								-0.000000											-0.000000																												0.000000																																														-0.005555	0.004141																			0.000000	
 1 	 7			5.959749		0.000000																																																																														-5.958608								-0.000000											-0.000000																												0.000000																																														-0.005407	0.004266																			0.000000	
 1 	 8			5.190894		0.000000																																																																														-5.189748								-0.000000											-0.000000																												0.000000																																														-0.005408	0.004262																			0.000000	
 1 	 9			4.806482		0.000000																																																																														-4.805335								-0.000000											-0.000000																												0.000000																																														-0.005403	0.004255																			0.000000	
 1 	 10			5.383075		0.000000																																																																														-5.381988								-0.000000											-0.000000																												0.000000																																														-0.005364	0.004276																			0.000000	
 1 	 11			6.151835		0.000000																																																																														-6.150815								-0.000000											-0.000000																												0.000000																																														-0.005313	0.004293																			0.000000	
 1 	 12			6.766878		0.000000																																																																														-6.765916								-0.000000											-0.000000																												0.000000																																														-0.005269	0.004307																			0.000000	
 1 	 13			6.151800		0.000000																																																																														-6.150815								-0.000000											-0.000000																												0.000000																																														-0.005285	0.004300																			0.000000	
 1 	 14			6.228693		0.000000																																																																														-6.227711								-0.000000											-0.000000																												0.000000																																														-0.005279	0.004297																			0.000000	
 1 	 15			6.997506		0.000000																																																																														-6.996571								-0.000000											-0.000000																												0.000000																																														-0.005245	0.004310																			0.000000	
 1 	 16			7.304742		0.000000																																																																														-7.304122								-0.000000											-0.000000																												0.000000																																														-0.005111	0.004490																			0.000000	
 1 	 17			7.305161		0.000000																																																																														-7.304122								-0.000000											-0.000000																												0.000000																																														-0.005316	0.004277																			0.000000	
 1 	 18			5.382815		0.000000																																																																														-5.381988								-0.000000											-0.000000																												0.000000																																														-0.005203	0.004375																			0.000000	
 1 	 19			3.845236		0.000000																																																																														-3.844268								-0.000000											-0.000000																												0.000000																																														-0.005271	0.004302																			0.000000	
 1 	 20			2.883721		0.000000																																																																														-2.882775								-0.000000											-0.000000																												0.000000																																														-0.005261	0.004315																			0.000000	
 1 	 21			1.921294		0.000000																																																																														-1.920760								-0.000000											-0.000000																												0.000000																																														-0.005036	0.004501																			0.000000	
 1 	 22			1.229808		0.000000																																																																														-1.230333								-0.000000											-0.000000																												0.000000																																														-0.004561	0.005086																			0.000000	
 1 	 23			0.767089		0.000000																																																																														-0.768958								-0.000000											-0.000000																												0.000000																																														-0.003981	0.005850																			0.000000	
 1 	 24			0.304128		0.000000																																																																														-0.307583								-0.000000											-0.000000																												0.000000																																														-0.003272	0.006727																			0.000000	
 2 	 1			0.188422		0.000001																																																																														-0.192076								-0.000000											-0.000000																												0.000000																																														-0.002920	0.006572																			0.000000	
 2 	 2			0.073797		0.000001																																																																														-0.076896								-0.000000											-0.000000																												0.000000																																														-0.002947	0.006045																			0.000000	
 2 	 3			0.037564		0.000001																																																																														-0.038284								-0.000000											-0.000000																												0.000000																																														-0.004191	0.004911																			0.000000	
 2 	 4			0.458932		0.000001																																																																														-0.461375								-0.000000											-0.000000																												0.000000																																														-0.003626	0.006068																			0.000000	
 2 	 5			1.230221		0.000001																																																																														-1.230333								-0.000000											-0.000000																												0.000000																																														-0.004721	0.004833																			0.000000	
 2 	 6			3.076993		0.000001																																																																														-3.075833								-0.000000											-0.000000																												0.000000																																														-0.005380	0.004219																			0.000000	
 2 	 7			5.959638		0.000001																																																																														-5.958608								-0.000000											-0.000000																												0.000000																																														-0.005315	0.004284																			0.000000	
 2 	 8			5.190789		0.000001																																																																														-5.189748								-0.000000											-0.000000																												0.000000																																														-0.005329	0.004287																			0.000000	
 2 	 9			4.806372		0.000001																																																																														-4.805335								-0.000000											-0.000000																												0.000000																																														-0.005328	0.004289																			0.000000	
 2 	 10			5.382982		0.000001																																																																														-5.381988								-0.000000											-0.000000																												0.000000																																														-0.005300	0.004305																			0.000000	
 2 	 11			6.151778		0.000001																																																																														-6.150815								-0.000000											-0.000000																												0.000000																																														-0.005268	0.004305																			0.000000	
 2 	 12			6.766858		0.000001																																																																														-6.765916								-0.000000											-0.000000																												0.000000																																														-0.005242	0.004300																			0.000000	
 2 	 13			6.151767		0.000001																																																																														-6.150815								-0.000000											-0.000000																												0.000000																																														-0.005260	0.004307																			0.000000	
 2 	 14			6.228654		0.000001																																																																														-6.227711								-0.000000											-0.000000																												0.000000																																														-0.005252	0.004309																			0.000000	
