TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.843906	0.065586	0.000000
CCGT	0.000315	0.000008	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000807	0.850000	0.081224	0.000075
CCGT_AMMONIA	0.000303	0.000008	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000567	0.961538	0.081224	0.000072
IMPORTED_COAL_CENTRAL	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.072238	0.000000
LOCAL_COAL_CENTRAL	0.000843	0.000013	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001718	0.856000	0.072238	0.000086
BIOMASS_TO_POWER	0.000342	0.000013	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000601	0.856000	0.072238	0.000070
PV_ROOFTOP	183.992528	2.558640	40.000000	0.300000	0.300000	98.400000	0.000000	0.003691	1.000000	0.172609	1.000000	0.069840	624.429027
PV_UTILITY	4176.612582	106.575944	40.000000	0.000000	15.028900	708.000000	0.000000	0.219612	1.000000	0.204993	1.000000	0.069840	31281.604192
PT_POWER_BLOCK	0.000195	0.000012	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000128	1.000000	0.081224	0.000000
ST_POWER_BLOCK	0.000167	0.000014	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000116	1.000000	0.081224	0.000000
WIND_ONSHORE	0.001286	0.000021	30.000000	0.000000	0.000001	7.300000	0.000000	0.000000	1.000000	0.002870	1.000000	0.075785	0.000835
WIND_OFFSHORE	10064.345960	401.411378	30.000000	0.000000	8.825506	48.800000	0.000000	0.310789	1.000000	0.494009	1.000000	0.075785	5496.966495
HYDRO_DAM	39217.738970	196.056019	40.000000	9.336000	9.336001	51.200000	0.000000	0.332753	1.000000	0.500000	1.000000	0.069840	15804.729199
HYDRO_RIVER	19054.664662	190.511898	40.000000	3.777000	3.777000	27.800000	0.000000	0.133155	1.000000	0.494561	1.000000	0.069840	4769.671596
TIDAL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
GEOTHERMAL	0.001255	0.000023	30.000000	0.000000	0.000000	1.200000	0.000000	0.000000	1.000000	0.001243	0.860000	0.075785	0.004486
IND_COGEN_GAS	0.000262	0.000017	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000547	0.850000	0.081224	0.000205
IND_COGEN_WOOD	0.000333	0.000012	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.001001	0.850000	0.081224	0.000055
