{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV_ROOFTOP;PV_UTILITY;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;DHN_SOLAR;DEC_SOLAR;PT_COLLECTOR;ST_COLLECTOR
1;0;0.000631958836984179;5.37E-05;5.87E-06;0.000114155;0;0;0.689450047510872;0.864571790326099;0.304862369235326;0.304862369235326;0.039802421;0;0;0;0
2;0;0.000670135839769984;0;2.35E-06;0.000114155;0;0;0.665444240901123;0.859933138648626;0.304862369235326;0.304862369235326;0.175270029;0;0;0;0
3;0;0.000707625355730188;0;1.17E-06;0.000114155;0;0;0.679776811358311;0.852135661438869;0.304862369235326;0.304862369235326;0.22268354;0;0;0;0
4;0;0.000738940917736692;0;1.41E-05;0.000114155;0;0;0.740804993029091;0.844661785299853;0.304862369235326;0.304862369235326;0.140092053;0;0;0;0
5;0;0.000757014301863694;0;3.76E-05;0.000114155;0;0;0.791237006950818;0.841971837535477;0.304862369235326;0.304862369235326;0.041146591;0;0;0;0
6;0;0.000762562535386195;0;9.40E-05;0.000114155;0;0;0.829089711775711;0.841738285837386;0.304862369235326;0.304862369235326;0.00135751;0;0;0;0
7;0;0.000684887266071485;0;0.0001821;0.000114155;0.209278556478291;0.231307878212848;0.729461349787226;0.842343568443391;0.304862369235326;0.304862369235326;0.005310054;0;0;0;0
8;0;0.000168278513545621;6.66E-05;0.000158603;0.000114155;0.50891229924553;0.562482014955586;1.12979694186843;0.848776553680658;0.304862369235326;0.304862369235326;0.068734206;0.00170630317463552;0.00170630317463552;0;0
9;0;0;9.38E-05;0.000146855;0.000114155;0.732807135858918;0.809944729107225;1.24529417120601;0.859900756362108;0.304862369235326;0.304862369235326;0.098975393;0.028269718298699;0.028269718298699;0;0
10;0;0;0.000121474232392633;0.000164478;0.000114155;0.879302125393705;0.971860243856201;1.22304755572304;0.867023750462413;0.304862369235326;0.304862369235326;0.064153486;0.0991177805559705;0.0991177805559705;0;0
11;0;0;0.000142717846411739;0.000187974;0.000114155;0.962681359800172;1.06401623977914;1.16194626734279;0.869162977555412;0.304862369235326;0.304862369235326;0.022253443;0.181849012413064;0.181849012413064;0;0
12;0;0;0.000156671653390843;0.000206772;0.000114155;0.992246108255016;1.0966930670187;1.0706441909933;0.866877142985906;0.304862369235326;0.304862369235326;0.001337349;0.238164452375147;0.238164452375147;0;0
13;0;0;0.000161678110197845;0.000187974;0.000114155;0.968328558943221;1.07025788093724;0.963317854921526;0.864559591519333;0.304862369235326;0.304862369235326;0.046976286;0.259694017455226;0.259694017455226;0.338063254160662;0.338063254160662
14;0;0;0.000159022658445444;0.000190324;0.000114155;0.897240287377635;0.991686633417386;0.850566838523068;0.865584069481411;0.304862369235326;0.304862369235326;0.203356673;0.247084129679787;0.247084129679787;0.712646072110322;0.712646072110322
15;0;0;0.000149280364118241;0.000213821;0.000114155;0.760378755204529;0.840418624173427;0.765566235640116;0.868586750288666;0.304862369235326;0.304862369235326;0.25924941;0.203260795130932;0.203260795130932;0.879342127164937;0.879342127164937
16;0;0;0.000134041115526537;0.00022322;0.000114155;0.534490789481908;0.590752977848425;0.696058650388095;0.871761766964865;0.304862369235326;0.304862369235326;0.162203552;0.136945082230889;0.136945082230889;0.966809739353804;0.966809739353804
17;0;0;0.000114658009104632;0.00022322;0.000114155;0.260767725135531;0.288216959360323;0.564528063604407;0.874317306059499;0.304862369235326;0.304862369235326;0.047516238;0.0591477905533203;0.0591477905533203;1.01016676371628;1.01016676371628
18;0;0;9.36E-05;0.000164478;0.000114155;0.0225887965722623;0.0249665646325004;0.476278192389365;0.875421630755818;0.304862369235326;0.304862369235326;0.001440179;0.00576606206130109;0.00576606206130109;1.02111328814367;1.02111328814367
19;0;0;8.28E-05;0.000117484;0.000114155;0;0;0.454734051158167;0.875436934713214;0.304862369235326;0.304862369235326;0.007014863;0;0;1.00183587209568;1.00183587209568
20;0;0.000288878741535636;7.91E-05;8.81E-05;0.000114155;0;0;0.425067429548766;0.874896194884054;0.304862369235326;0.304862369235326;0.082420653;0;0;0.947637832875218;0.947637832875218
21;0;0.000326341402541641;7.56E-05;5.87E-05;0.000114155;0;0;0.393561280661407;0.873559649268111;0.304862369235326;0.304862369235326;0.114894415;0;0;0.839712126590214;0.839712126590214
22;0;0.000512585880397764;7.11E-05;3.76E-05;0.000114155;0;0;0.385453421625334;0.872428708993713;0.304862369235326;0.304862369235326;0.072661221;0;0;0.625889937914973;0.625889937914973
23;0;0.000574180403181572;6.60E-05;2.35E-05;0.000114155;0;0;0.392391654534121;0.872728799637441;0.304862369235326;0.304862369235326;0.024189823;0;0;0.0241015135725387;0.0241015135725387
24;0;0.000623851326333478;6.10E-05;9.40E-06;0.000114155;0;0;0.419054240207989;0.873363359379333;0.304862369235326;0.304862369235326;0.001337349;0;0;0;0
25;2.46E-05;0.000671693427109284;5.62E-05;5.87E-06;0.000114155;0;0;0.480280053684213;0.873428123952807;0.299320357808694;0.299320357808694;0.05288849;0;0;0;0
26;2.37E-05;0.00072171615016019;5.29E-05;2.35E-06;0.000114155;0;0;0.55205565276322;0.872403424194537;0.299320357808694;0.299320357808694;0.226284986;0;0;0;0
27;2.30E-05;0.000791573942328699;0;1.17E-06;0.000114155;0;0;0.608338640359894;0.870990136994985;0.299320357808694;0.299320357808694;0.289156352;0;0;0;0
28;2.24E-05;0.000856358833662807;0;1.41E-05;0.000114155;0;0;0.69600528248999;0.869455748915168;0.299320357808694;0.299320357808694;0.180233168;0;0;0;0
29;2.22E-05;0.000908025079906213;0;3.76E-05;0.000114155;0;0;0.836390391505842;0.868238529808202;0.299320357808694;0.299320357808694;0.052702427;0;0;0;0
30;2.20E-05;0.000940465864490617;0;9.40E-05;0.000114155;0;0;0.989862332644168;0.869031230443916;0.299320357808694;0.299320357808694;0.001504336;0;0;0;0
31;2.15E-05;0.000828537101188003;0;0.0001821;0.000114155;0.148820306829022;0.164485602284709;1.00544917055281;0.870092748418676;0.299320357808694;0.299320357808694;0.008508853;0;0;0;0
32;2.22E-05;0.000425159577239853;6.69E-05;0.000158603;0.000114155;0.39297862272037;0.434344793533041;1.06666669860169;0.87008764709969;0.299320357808694;0.299320357808694;0.093799545;0.00176532444671767;0.00176532444671767;0;0
33;2.33E-05;0;9.17E-05;0.000146855;0.000114155;0.577675253517066;0.638483174939916;1.19144961730001;0.868321925286332;0.299320357808694;0.299320357808694;0.127893469;0.0284529364184942;0.0284529364184942;0;0
34;2.43E-05;0;0.000118159146128433;0.000164478;0.000114155;0.715533350244789;0.790852650270556;1.21487666245724;0.864176105397475;0.299320357808694;0.299320357808694;0.079513417;0.10472957474165;0.10472957474165;0;0
35;2.51E-05;0;0.000138844607868438;0.000187974;0.000114155;0.813861052971169;0.89953063749445;1.17254974576255;0.86052533526222;0.299320357808694;0.299320357808694;0.025713601;0.187502405687785;0.187502405687785;0;0
36;2.59E-05;0;0.000153069034134342;0.000206772;0.000114155;0.85538457608191;0.945425057774743;1.081327274497;0.853486180232866;0.299320357808694;0.299320357808694;0.001337349;0.237916579043695;0.237916579043695;0;0
37;2.63E-05;0;0.000159462414786644;0.000187974;0.000114155;0.870997420771624;0.962681359800216;0.944667764642539;0.842034827737225;0.299320357808694;0.299320357808694;0.059277032;0.252204620309419;0.252204620309419;0.146448826327769;0.146448826327769
38;2.63E-05;0;0.000158481419871744;0.000190324;0.000114155;0.79160444458379;0.874931228224189;0.779703286263615;0.830197549358109;0.299320357808694;0.299320357808694;0.250875033;0.235442128723177;0.235442128723177;0.341716120205229;0.341716120205229
39;2.61E-05;0;0.000152426313328042;0.000213821;0.000114155;0.636804750426754;0.703836829419044;0.657624665990572;0.820395697317481;0.299320357808694;0.299320357808694;0.321279177;0.203199682396274;0.203199682396274;0.869532764446718;0.869532764446718
40;2.60E-05;0;0.000140468323589639;0.00022322;0.000114155;0.457423130588291;0.505572933808111;0.587957464422316;0.814322465978429;0.299320357808694;0.299320357808694;0.199551644;0.15021496152171;0.15021496152171;0.956607109333175;0.956607109333175
41;2.58E-05;0;0.000120307186718033;0.00022322;0.000114155;0.237182364008719;0.262148928641215;0.502203050131527;0.801589573394731;0.299320357808694;0.299320357808694;0.058252884;0.0643919876876827;0.0643919876876827;0.998703677970831;0.998703677970831
42;2.57E-05;0;9.56E-05;0.000164478;0.000114155;0.0245819256815795;0.0271694968059563;0.47184703224877;0.791267830394585;0.299320357808694;0.299320357808694;0.001570371;0.008707969262568;0.008707969262568;1.01007283446962;1.01007283446962
43;2.91E-05;0;8.23E-05;0.000117484;0.000114155;0;0;0.518902247244716;0.797062707145632;0.299320357808694;0.299320357808694;0.010201194;0;0;0.992084862376882;0.992084862376882
44;2.99E-05;0;7.89E-05;8.81E-05;0.000114155;0;0;0.582919031212179;0.810501799735846;0.299320357808694;0.299320357808694;0.106180312;0;0;0.940749839034793;0.940749839034793
