Category;Subcategory;Technologies name;Technologies param;c_inv;c_maint;gwp_constr;lifetime;c_p;fmin_perc;fmax_perc;f_min;f_max;Comment
;;Name (simplified);Name (in model and documents);"[Meuro/GW]
[Meuro/GWh] 
[Meuro/(Mkmpass/h)] 
[Meuro/(Mtonkm/h)]";"[Meuro/GW/y]
[Meuro/GWh/y] 
[Meuro/(Mkmpass/h)/y] 
[Meuro/(Mtonkm/h)/y]";"[ktonCO2_eq/GW]
[ktonCO2_eq/GWh]
[ktonCO2_eq/(Mkmpass/h)]
[ktonCO2_eq/(Mtonkm/h)]";[years];[];[];[];[GW];[GW];
Electricity;Electricity;Nuclear; NUCLEAR ;4845.73;102.930986;707.88;60;0.84051;0;1;5.925;5.925;
Electricity;Electricity;Combined cycle gas turbine; CCGT ;844.73;21.39431403;183.79;25;0.951923077;0;1;3.925;3.93E+00;
Electricity;Electricity;Amonia combined cycle gas turbine; CCGT_AMMONIA ;844.73;21.39431403;183.79;25;0.58;0;1;0;0.00E+00;
Electricity;Electricity;Ultra-supercritical coal power plant; COAL_US ;2639.81;30.82101643;331.6;35;0.85932;0;1;0.47;0.47;
Electricity;Electricity;Intagrated gasification combined cycle with coal; COAL_IGCC ;3404.57;50.78860431;331.6;35;0.84744;0;1;0;0;
Electricity;Electricity;Photovoltaic; PV ;1711.48;19.54518072;2081.43;25;1;0;1;3.845;3.847;
Electricity;Electricity;Wind onshore; WIND_ONSHORE ;1356.08;15.77223529;622.85;30;1;0;1;1.249;1.251;
Electricity;Electricity;Wind offshore; WIND_OFFSHORE ;7653.28;53.24769231;622.85;30;1;0;1;0.711;0.713;
Electricity;Electricity;Hydro river; HYDRO_RIVER ;5044.92;50.4447982;1262.82;40;1;0;1;0.114;0.116;
Electricity;Electricity;Geothermal power plant; GEOTHERMAL ;10721.45;199.1808;24929.09;30;0.95;0;1;0;0;
Heat;Heat high temperature;Cogeneration gas (industry); IND_COGEN_GAS ;1528.1;98.22449611;1024.32;25;0.8415;0.086;0.086;0.823;8.25E-01;
Heat;Heat high temperature;Cogeneration wood (industry); IND_COGEN_WOOD ;1172.95;42.94466341;165.33;25;0.8415;0;0;0;0.00E+00;
Heat;Heat high temperature;Cogeneration waste (industry); IND_COGEN_WASTE ;3264.52;120.3473349;647.82;25;0.8415;0.056;0.056;0.535;5.37E-01;
Heat;Heat high temperature;Boiler gas (industry); IND_BOILER_GAS ;70.67;1.415862909;12.32;17;0.9405;0;1;3.068;3.07E+00;
Heat;Heat high temperature;Boiler wood (industry); IND_BOILER_WOOD ;138.22;2.764303774;28.87;17;0.891;0;0;0;0.00E+00;
Heat;Heat high temperature;Boiler oil (industry); IND_BOILER_OIL ;65.83;1.415862909;12.32;17;0.9405;0.2;0.2;1.713;1.72E+00;
Heat;Heat high temperature;Boiler coal (industry); IND_BOILER_COAL ;138.22;2.764303774;48.18;17;0.891;0.3;0.3;2.714;2.72E+00;
Heat;Heat high temperature;Boiler waste (industry); IND_BOILER_WASTE ;138.22;2.764303774;28.87;17;0.891;0;0;0;0.00E+00;
Heat;Heat high temperature;Electrical resistors (industry); IND_DIRECT_ELEC ;387.73;1.758903768;1.47;15;0.9405;0;0;0;0.00E+00;
Heat;Heat low temperature centralised;Heat pump (DHN); DHN_HP_ELEC ;419.71;14.23195532;174.79;25;0.9405;0.0436;0.0437;0.042;4.40E-02;
Heat;Heat low temperature centralised;Cogeneration gas (DHN); DHN_COGEN_GAS ;1361.46;39.80624675;490.88;25;0.8415;0.59413;0.59413;0.346;3.48E-01;
Heat;Heat low temperature centralised;Cogeneration wood (DHN); DHN_COGEN_WOOD ;1172.95;42.94466341;165.33;25;0.8415;0.06603;0.06603;0.057;5.90E-02;
Heat;Heat low temperature centralised;Cogeneration waste (DHN); DHN_COGEN_WASTE ;3264.52;120.3473349;647.82;25;0.8415;0.12408;0.1408;0.062;6.40E-02;
Heat;Heat low temperature centralised;Cogeneration wet biomass (DHN); DHN_COGEN_WET_BIOMASS ;1491.64;121.3965436;1024;25;0.7425;0;0;0;0.00E+00;
Heat;Heat low temperature centralised;Cogeneration hydrolysis (DHN); DHN_COGEN_BIO_HYDROLYSIS ;4923.77;240.5931676;647.8;15;0.8415;0;0;0;0.00E+00;
Heat;Heat low temperature centralised;Boiler gas (DHN); DHN_BOILER_GAS ;70.67;1.415862909;12.32;17;0.9405;0.13883;0.13883;0.308;3.10E-01;
Heat;Heat low temperature centralised;Boiler wood (DHN); DHN_BOILER_WOOD ;138.22;2.764303774;28.87;17;0.891;0;0;0;0.00E+00;
Heat;Heat low temperature centralised;Boiler oil (DHN); DHN_BOILER_OIL ;65.83;1.415862909;12.32;17;0.9405;0.00651;0.00651;0.074;7.60E-02;
Heat;Heat low temperature centralised;Geothermal (DHN); DHN_DEEP_GEO ;1611.94;60.39529412;808.76;30;0.8415;0.01;0.01;0.003;0.005;
Heat;Heat low temperature centralised;Solar thermal (DHN); DHN_SOLAR ;393.61;0.464272222;221.22;30;1;0;0;0;0.00E+00;
Heat;Heat low temperature decentralised;Electrical heat pump (decentralised); DEC_HP_ELEC ;599.01;24.97535953;164.89;18;1;0.011;0.012;0.589;5.91E-01;
Heat;Heat low temperature decentralised;Thermal heat pump gas (decentralised); DEC_THHP_GAS ;384.31;11.23224577;381.93;20;1;0;0;0;0.00E+00;
Heat;Heat low temperature decentralised;Cogeneration gas (decentralised); DEC_COGEN_GAS ;1528.1;98.22449611;1024.32;20;1;0.007;0.007;0.374;3.76E-01;
Heat;Heat low temperature decentralised;Cogeneration oil (decentralised); DEC_COGEN_OIL ;1416.89;86.93215515;1024.32;20;1;0;0;0;0.00E+00;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised); DEC_ADVCOGEN_GAS ;13424.71;250.1868578;2193.45;20;1;0;0;0;0.00E+00;
Heat;Heat low temperature decentralised;Advanced cogeneration (Fuel cell) gas (decentralised); DEC_ADVCOGEN_H2 ;13424.71;250.1868578;2193.45;20;1;0;0;0;0.00E+00;
Heat;Heat low temperature decentralised;Bioler gas (decentralised); DEC_BOILER_GAS ;190.24;5.708399663;21.09;17;1;0;1;21.365;2.14E+01;
Heat;Heat low temperature decentralised;Boiler wood (decentralised); DEC_BOILER_WOOD ;554.93;19.41754846;21.09;17;1;0.1;0.3;5.367;5.37E+00;
Heat;Heat low temperature decentralised;Boiler oil (decentralised); DEC_BOILER_OIL ;170.86;10.24815058;21.09;17;1;0.484;0.484;25.982;2.60E+01;
Heat;Heat low temperature decentralised;Solar thermal (decentralised); DEC_SOLAR ;781.87;8.674969566;221.22;20;1;0.002;0.002;0.511;5.13E-01;
Heat;Heat low temperature decentralised;Direct electrical heaters (decentralised); DEC_DIRECT_ELEC ;43.61;0.190627801;1.47;15;1;0;0;0;0.00E+00;
