TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.843906	0.065586	0.000000
CCGT	0.000074	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000839	0.850000	0.081224	0.000013
CCGT_AMMONIA	0.000050	0.000001	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000666	0.961538	0.081224	0.000009
IMPORTED_COAL_CENTRAL	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.072238	0.000000
LOCAL_COAL_CENTRAL	0.000296	0.000003	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000390	0.856000	0.072238	0.000029
BIOMASS_TO_POWER	0.000022	0.000001	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000457	0.856000	0.072238	0.000003
PV_ROOFTOP	259.374258	3.606915	40.000000	0.300000	0.300000	98.400000	0.000000	0.000581	1.000000	0.163342	1.000000	0.069840	624.429005
PV_UTILITY	40209.731068	1025.825293	40.000000	0.000000	102.440138	708.000000	0.000000	0.248128	1.000000	0.204386	1.000000	0.069840	213221.975421
PT_POWER_BLOCK	0.000025	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.003499	1.000000	0.081224	0.000000
ST_POWER_BLOCK	0.000021	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.003451	1.000000	0.081224	0.000000
WIND_ONSHORE	0.003533	0.000059	30.000000	0.000000	0.000003	7.300000	0.000000	0.000000	1.000000	0.040747	1.000000	0.075785	0.001623
WIND_OFFSHORE	78599.988456	3128.935274	30.000000	0.000000	48.800000	48.800000	0.000000	0.284494	1.000000	0.491925	1.000000	0.075785	30395.080022
HYDRO_DAM	159548.014024	1595.479014	40.000000	9.336000	51.199999	51.200000	0.000000	0.303385	1.000000	0.500000	1.000000	0.069840	86675.454579
HYDRO_RIVER	78539.656670	785.411162	40.000000	3.777000	27.800000	27.800000	0.000000	0.163412	1.000000	0.496003	1.000000	0.069840	35106.396076
TIDAL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
GEOTHERMAL	0.000060	0.000001	30.000000	0.000000	0.000000	1.200000	0.000000	0.000000	1.000000	0.004781	0.860000	0.075785	0.000153
IND_COGEN_GAS	0.000025	0.000002	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000899	0.850000	0.081224	0.000014
IND_COGEN_WOOD	0.000030	0.000001	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000947	0.850000	0.081224	0.000003
