TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
NUCLEAR	0.000000	0.000000	60.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.843906	0.065586	0.000000
CCGT	0.000417	0.000011	25.000000	0.000000	0.000001	Infinity	0.000000	0.000000	1.000000	0.001053	0.850000	0.081224	0.000099
CCGT_AMMONIA	0.000314	0.000008	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000464	0.961538	0.081224	0.000075
IMPORTED_COAL_CENTRAL	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.868000	0.072238	0.000000
LOCAL_COAL_CENTRAL	0.000980	0.000015	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.002121	0.856000	0.072238	0.000100
BIOMASS_TO_POWER	0.000321	0.000013	35.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000470	0.868000	0.072238	0.000063
PV_ROOFTOP	221.367417	2.919006	40.000000	0.300000	0.300001	98.400000	0.000000	0.002449	1.000000	0.166439	1.000000	0.069840	624.430178
PV_UTILITY	4887.883126	122.852876	25.000000	0.000000	14.573295	708.000000	0.000000	0.143118	1.000000	0.200229	1.000000	0.081224	30333.293307
PT_POWER_BLOCK	0.000172	0.000010	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000124	1.000000	0.081224	0.000000
ST_POWER_BLOCK	0.000148	0.000012	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000107	1.000000	0.081224	0.000000
WIND_ONSHORE	0.001359	0.000023	30.000000	0.000000	0.000001	7.300000	0.000000	0.000000	1.000000	0.002859	1.000000	0.075785	0.000838
WIND_OFFSHORE	27495.687030	1107.388209	30.000000	0.000000	21.902457	48.800000	0.000000	0.533909	1.000000	0.497010	1.000000	0.075785	13641.945137
HYDRO_DAM	39217.738008	196.056014	40.000000	9.336000	9.336001	51.200000	0.000000	0.228950	1.000000	0.500000	1.000000	0.069840	15804.728812
HYDRO_RIVER	19054.662859	190.511880	40.000000	3.777000	3.777000	27.800000	0.000000	0.091574	1.000000	0.494328	1.000000	0.069840	4769.671145
TIDAL	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
WAVE	0.000000	0.000000	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.090037	0.000000
GEOTHERMAL	0.001059	0.000023	30.000000	0.000000	0.000000	1.200000	0.000000	0.000000	1.000000	0.000979	0.860000	0.075785	0.003527
IND_COGEN_GAS	0.000259	0.000018	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000602	0.850000	0.081224	0.000188
IND_COGEN_WOOD	0.000294	0.000011	25.000000	0.000000	0.000000	Infinity	0.000000	0.000000	1.000000	0.000764	0.850000	0.081224	0.000045
