,capex_F_COP,capex_F_FX,opex_F_COP,opex_F_FX,capex_B_COP,capex_B_FX,opex_B_COP,opex_B_FX,capex_G_COP,capex_G_FX,opex_G_COP,opex_G_FX,capex_H_COP,capex_H_FX,opex_H_COP,opex_H_FX
2015_2020,0,21.5,36.3,0,0,0.04,0.03,0,0,3.8,7.2,0,0,3.9,7.3,0
