,en
2019.0,1.19513
2019.1,1.228045434258318
2019.2,1.2541056891296727
2019.3,1.2752570854087288
2019.4,1.292605544396118
2019.5,1.3068963376394014
2019.6,1.3186801208463734
2019.7,1.3283837589601826
2019.8,1.3363473385445543
2019.9,1.3428467784986875
2020.0,1.348108971319035
2020.1,1.3523225025831433
2020.2,1.3556454845028065
2020.3,1.3582114067689357
2020.4,1.360133585057136
2020.5,1.3615085995213632
2020.6,1.362418995951047
2020.7,1.3629354420991795
2020.8,1.3631184764355309
2020.9,1.3630199479044907
2021.0,1.3626842179560656
2021.1,1.362144644100366
2021.2,1.361217801645744
2021.3,1.359510899605129
2021.4,1.3567551697664941
2021.5,1.3528183167865524
2021.6,1.3476902849844692
2021.7,1.3414706941106935
2021.8,1.3343586002392445
2021.9,1.3266443186637709
2022.0,1.3187025982924108
2022.1,1.3109860194370646
2022.2,1.3038991124131387
2022.3,1.2974861386019905
2022.4,1.2917036793829029
2022.5,1.286502651276086
2022.6,1.281831194421361
2022.7,1.2776364751729583
2022.8,1.2738660084908848
2022.9,1.2704686852925586
2023.0,1.2673955719909151
2023.1,1.264600515961178
2023.2,1.2620405812822353
2023.3,1.2596763364457564
2023.4,1.2574720147147909
2023.5,1.2553955669597794
2023.6,1.2534186257207933
2023.7,1.2515163978965351
2023.8,1.2496675018998396
2023.9,1.2478537634262488
2024.0,1.2460599822344227
2024.1,1.2442736806013013
2024.2,1.2424848424439396
2024.3,1.2406856505328752
2024.4,1.2388702277852193
2024.5,1.2370343873348437
2024.6,1.2351753949385298
2024.7,1.2332917462901463
2024.8,1.2313829609739801
2024.9,1.2294493940838198
2025.0,1.2274920659545425
2025.1,1.2255125099849278
2025.2,1.2235126381609567
2025.3,1.2214946236050213
2025.4,1.2194607992659738
2025.5,1.2174135717164545
2025.6,1.2153553489272093
2025.7,1.213288480833987
2025.8,1.2112152114931016
2025.9,1.2091376416298834
2026.0,1.2070577004140548
2026.1,1.204977125342453
2026.2,1.202897449168178
2026.3,1.200937553585106
2026.4,1.1999689656968748
2026.5,1.2009192108454751
2026.6,1.204368596326773
2026.7,1.2105549368344464
2026.8,1.2193903959808035
2026.9,1.2304928118300344
2027.0,1.2432306670062563
2027.1,1.256776235478399
2027.2,1.2701588943262558
2027.3,1.2823378234223346
2027.4,1.292827673455405
2027.5,1.301747690302905
2027.6,1.3092430684460197
2027.7,1.3154552802711794
2027.8,1.3205195789515898
2027.9,1.3245634094456458
2028.0,1.3277054599468023
2028.1,1.3300551727002006
2028.2,1.3317125867524444
2028.3,1.3327684205061567
2028.4,1.333304326364435
2028.5,1.3333932671342603
2028.6,1.3330999764273883
2028.7,1.3324814744674827
2028.8,1.331587617455224
2028.9,1.3304616636499946
2029.0,1.3291408430939873
2029.1,1.3276569207879967
2029.2,1.3260367453804904
2029.3,1.3243027772302056
2029.4,1.322473591170426
2029.5,1.3205643505241549
2029.6,1.3185872499502096
2029.7,1.3165519255785154
2029.8,1.3144658316436688
2029.9,1.3123345834660232
2030.0,1.3101622671709408
2030.1,1.3079517169882482
2030.2,1.3057047613426485
2030.3,1.3034224392384497
2030.4,1.3011051886649165
2030.5,1.2987530089083255
2030.6,1.2963655987600342
2030.7,1.293942472663288
2030.8,1.2914830568518099
2030.9,1.288986767507047
2031.0,1.2864530729046313
2031.1,1.283881541440139
2031.2,1.2812718773251328
2031.3,1.278623945631755
2031.4,1.2759381672037668
2031.5,1.2732767537621366
2031.6,1.270792103296877
2031.7,1.2685950390170486
2031.8,1.266743345472012
2031.9,1.2652466126827664
2032.0,1.2640714191996083
2032.1,1.2631467393646858
2032.2,1.262369372632125
2032.3,1.261609153751026
2032.4,1.2607136981621563
2032.5,1.2595407404829093
2032.6,1.2580740591567647
2032.7,1.2563376847303362
2032.8,1.2543559769788861
2032.9,1.2521531038123819
2033.0,1.2497526450371517
2033.1,1.2471772856166379
2033.2,1.244448584825973
2033.3,1.241586809484859
2033.4,1.2386108216284148
2033.5,1.2355380123103437
2033.6,1.2323842741192985
2033.7,1.2291640057108941
2033.8,1.2258901423259452
2033.9,1.2225742069101242
2034.0,1.2192263770725145
2034.1,1.21585556371448
2034.2,1.2124694977199062
2034.3,1.20907482161893
2034.4,1.2056771836174307
2034.5,1.2022813318228702
2034.6,1.1988912068936708
2034.7,1.195510031695099
2034.8,1.1921403968609472
2034.9,1.188784341438932
2035.0,1.1854434280406374
2035.1,1.182118812126227
2035.2,1.1788113052323292
2035.3,1.1755214321008594
2035.4,1.1722494817895324
2035.5,1.1689955529439064
2035.6,1.1657595934884035
2035.7,1.1625414350522898
2035.8,1.1593408224883877
2035.9,1.1561574388695335
2036.0,1.1529909263626188
2036.1,1.1498409033844073
2036.2,1.1467069784390291
2036.3,1.1435887610257767
2036.4,1.1404858699890585
2036.5,1.1373979396614586
2036.6,1.1343154054511047
2036.7,1.1311415146817994
2036.8,1.1277625289118345
2036.9,1.1241134476866288
2037.0,1.1201733803020877
2037.1,1.1159599500156618
2037.2,1.1115240288314998
2037.3,1.1069448946006761
2037.4,1.1023257656713439
2037.5,1.0977896089546373
2037.6,1.0934736889338155
2037.7,1.089454743326079
2037.8,1.085712943353182
2037.9,1.0822192183164652
2038.0,1.0789440455677484
2038.1,1.0758583545426252
2038.2,1.0729341600506583
2038.3,1.0701450295794634
2038.4,1.0674664204854827
2038.5,1.0648759067581
2038.6,1.0623533112053862
2038.7,1.0598807577623133
2038.8,1.0574426578504417
2038.9,1.0550256438124457
2039.0,1.0526184613479541
2039.1,1.0502118316399087
2039.2,1.0477982925511822
2039.3,1.0453720269508986
2039.4,1.0429286849473294
2039.5,1.0404652055948889
2039.6,1.0379796425304522
2039.7,1.0354709969930227
2039.8,1.0329390607969817
2039.9,1.0303842710631272
2040.0,1.027807577859539
2040.1,1.0252103253591043
2040.2,1.0225941466736241
2040.3,1.0199608721661013
2040.4,1.0173124507630698
2040.5,1.0146508835777466
2040.6,1.0119781690029002
2040.7,1.0092962583307665
2040.8,1.0066070208979916
2040.9,1.003912217729068
2041.0,1.0012134826555383
2041.1,0.9985123099145236
2041.2,0.9958100472738421
2041.3,0.9931078937877055
2041.4,0.990406901352904
2041.5,0.9877079793073164
2041.6,0.9850119013877593
2041.7,0.9823191711809063
2041.8,0.9795986500530734
2041.9,0.9767458854328809
2042.0,0.9736760818247431
2042.1,0.970339358903421
2042.2,0.9667185616567667
2042.3,0.9628268200938248
2042.4,0.958704990238791
2042.5,0.9544190920424459
2042.6,0.9500578197619742
2042.7,0.9457301579494002
2042.8,0.9415502406588049
2042.9,0.9375516905031086
2043.0,0.9337281082015689
2043.1,0.9300702059696628
2043.2,0.9265666553241566
2043.3,0.9232047275282214
2043.4,0.9199708780105936
2043.5,0.9168512501386753
2043.6,0.9138320934304411
2043.7,0.910900099186041
2043.8,0.9080426597603527
2043.9,0.9052480590749136
2044.0,0.90250560251853
2044.1,0.8998056944977776
2044.2,0.8971398717304007
2044.3,0.8945008000072259
2044.4,0.8918822416358217
2044.5,0.8892790001654115
2044.6,0.8866868483150262
2044.7,0.8841024443178715
2044.8,0.8815232411814434
2044.9,0.878947392666891
2045.0,0.8763736591292758
2045.1,0.8738013157448988
2045.2,0.8712300650908656
2045.3,0.8686599555401733
2045.4,0.8660913064946885
2045.5,0.8635246410980202
2045.6,0.8609606267484118
2045.7,0.8584000234650718
2045.8,0.8558436399457143
2045.9,0.8532922969838428
2046.0,0.8507467977866047
2046.1,0.8482079046429063
2046.2,0.8456763213320522
2046.3,0.8431526806307759
2046.4,0.8406375362667553
2046.5,0.8381313586754553
2046.6,0.835634533940671
2046.7,0.8331473653340674
2046.8,0.8306700769123087
2046.9,0.8282347362362769
2047.0,0.8263618597628566
2047.1,0.8258051716540549
2047.2,0.8270358017186099
2047.3,0.8302352426978982
2047.4,0.8353156475145638
2047.5,0.8419545271558078
2047.6,0.849640968017301
2047.7,0.8577268380091273
2047.8,0.8654750578021487
2047.9,0.8720998041027715
2048.0,0.8771023566174334
2048.1,0.8805832078893551
2048.2,0.8827197105635373
2048.3,0.8836881576638175
2048.4,0.8836583643724013
2048.5,0.8827902510081169
2048.6,0.8812317069890117
2048.7,0.8791173452872858
2048.8,0.8765679010540892
2048.9,0.8736901064257996
2049.0,0.8705769218620014
2049.1,0.8673080358659602
2049.2,0.8639505658570797
2049.3,0.8605599069848924
2049.4,0.8571806852268906
2049.5,0.8538477778651958
2049.6,0.8505873695279289
2049.7,0.8474180161635673
2049.8,0.8443516930611873
2049.9,0.8413948066014609
2050.0,0.838549152942413
2050.1,0.835812810332065
2050.2,0.8331809551582542
2050.3,0.8306465951232813
2050.4,0.82820121598657
2050.5,0.8258353410764478
2050.6,0.8235390051719435
2050.7,0.821302146357273
2050.8,0.819114921037934
2050.9,0.816967948481759
2051.0,0.8148524920328364
2051.1,0.8127605845769768
2051.2,0.8106851059601135
2051.3,0.8086198199267308
2051.4,0.8065593778066404
2051.5,0.8044992956860968
2051.6,0.8024359112003556
2051.7,0.8003663254209119
2051.8,0.7982883346171605
2051.9,0.7962003559779574
2052.0,0.7941013507061191
