Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	IMPORTED_GAS	WOOD	WET_BIOMASS	IMPORTED_COAL	LOCAL_COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	H2_EXPORT	GAS_RE_EXPORT	AMMONIA_EXPORT	METHANOL_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	IMPORTED_COAL_CENTRAL	LOCAL_COAL_CENTRAL	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.616734	0.000002	0.000002																																																																					-1.132219	1.452510											0.000000	
 1 	 2																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.953303	0.000002	0.000002																																																																					-1.310672	1.294395											0.000000	
 1 	 3																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.973394	0.000001	0.000001																																																																					-1.295200	1.258830											0.000000	
 1 	 4																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.968025	0.000002	0.000002																																																																					-1.302221	1.271222											0.000000	
 1 	 5																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.971915	0.000002	0.000002																																																																					-1.304026	1.269138											0.000000	
 1 	 6																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.969061	0.000002	0.000002																																																																					-1.302416	1.270381											0.000000	
 1 	 7																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	3.957024	0.000002	0.000002																																																																					-1.296014	1.276015											0.000000	
 1 	 8																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.673064	0.000002	0.000002																																																																					-1.159799	1.423761											0.000000	
 1 	 9																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	4.144109	0.000002	0.000002																																																																					-1.395423	1.188340											0.000000	
 1 	 10																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	4.144240	0.000002	0.000002																																																																					-1.392775	1.185560											0.000000	
 1 	 11																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	4.144240	0.000002	0.000001																																																																					-1.392735	1.185520											0.000000	
 1 	 12																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	4.144240	0.000002	0.000001																																																																					-1.392712	1.185497											0.000000	
 1 	 13																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	4.144240	0.000002	0.000001																																																																					-1.392734	1.185519											0.000000	
 1 	 14																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	4.144240	0.000002	0.000002																																																																					-1.392733	1.185518											0.000000	
 1 	 15																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	4.137296	0.000002	0.000002																																																																					-1.390357	1.190086											0.000000	
 1 	 16																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	3.811498	0.000002	0.000002																																																																					-1.224686	1.350214											0.000000	
 1 	 17																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	4.132491	0.000002	0.000002																																																																					-1.386742	1.191277											0.000000	
 1 	 18																		0.000000		0.000000					-0.000000																																																																										-0.000001									-0.000000			-0.000001								-3.937024	3.969650	0.000002	0.000002																																																																					-1.302660	1.270035											0.000000	
 1 	 19																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.970946	0.000002	0.000002																																																																					-1.303307	1.269387											0.000000	
 1 	 20																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.974013	0.000002	0.000002																																																																					-1.304989	1.268002											0.000000	
 1 	 21																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.942881	0.000002	0.000002																																																																					-1.289257	1.283402											0.000000	
 1 	 22																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.712553	0.000002	0.000002																																																																					-1.177416	1.401889											0.000000	
 1 	 23																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.722806	0.000002	0.000002																																																																					-1.181985	1.396205											0.000000	
 1 	 24																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937024	3.988744	0.000002	0.000002																																																																					-1.312525	1.260807											0.000000	
 2 	 1																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937025	3.693182	0.000002	0.000001																																																																					-1.168396	1.412243											0.000000	
 2 	 2																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937025	3.962436	0.000002	0.000001																																																																					-1.315346	1.289939											0.000000	
 2 	 3																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937025	3.975519	0.000001	0.000001																																																																					-1.297006	1.258513											0.000000	
 2 	 4																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937025	3.967140	0.000002	0.000001																																																																					-1.301760	1.271648											0.000000	
 2 	 5																		0.000000		0.000000					-0.000000																																																																										-0.000000									-0.000000			-0.000001								-3.937025	3.970932	0.000002	0.000001																																																																					-1.303435	1.269530											0.000000	
