Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	IMPORTED_GAS	WOOD	WET_BIOMASS	IMPORTED_COAL	LOCAL_COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	H2_EXPORT	GAS_RE_EXPORT	AMMONIA_EXPORT	METHANOL_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	IMPORTED_COAL_CENTRAL	LOCAL_COAL_CENTRAL	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	H2_INFRASTRUCTURE	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 1 	 1																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.227985		0.000001								0.064827			0.000000	0.000000							0.000000																																	-0.000004	0.000002	-9.150838	4.469686																											-1.478520	
 1 	 2																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.201772		0.000001								0.057360			0.000000	0.000000							0.000000																																	-0.000004	0.000002	-9.128780	4.479624																											-1.476836	
 1 	 3																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.184570		0.000000								0.052457			0.000000	0.000000							0.000000																																	-0.000004	0.000002	-5.740139	7.323747																											-7.687496	
 1 	 4																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.190543		0.000001								0.054153			0.000000	0.000000							0.000000																																	-0.000004	0.000002	-1.958729	14.440153																											-18.592979	
 1 	 5																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.143995		0.000001								0.040892			0.000000	0.000000							0.000000																																	-0.000004	0.000002	-1.459788	15.688268																											-20.280227	
 1 	 6																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.057035		0.000001								0.016125			0.000000	0.000000							0.000000																																	-0.000004	0.000002	-1.052281	16.724828																											-21.612568	
 1 	 7																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.283972		0.000001								0.080792			0.000000	0.000000							0.000000																																	-0.000004	0.000003	-1.468087	15.663519																											-20.427056	
 1 	 8																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.286000		0.000001								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.193493	4.441450																											-1.482251	
 1 	 9																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000002																																											0.000000					0.286000		0.000001								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.196632	4.444589																											-1.482251	
 1 	 10																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000004																																											0.000000					0.286000		0.000001								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.202138	4.450093																											-1.482251	
 1 	 11																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000004																																											0.000000					0.286000		0.000001								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.202444	4.450399																											-1.482251	
 1 	 12																																																														5.866867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000004																																											0.000000					0.286000		0.000001								0.086014			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.205834	4.449436																											-1.482480	
 1 	 13																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000004																																											0.000000					0.286000		0.000001								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.203566	4.451521																											-1.482251	
 1 	 14																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000004																																											0.000000					0.286000		0.000001								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.203979	4.451934																											-1.482251	
 1 	 15																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000004																																											0.000000					0.286000		0.000001								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.204201	4.452156																											-1.482251	
 1 	 16																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000004																																											0.000000					0.286000		0.000001								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.204011	4.451966																											-1.482251	
 1 	 17																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000004																																											0.000000					0.286000		0.000001								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.202599	4.450553																											-1.482251	
 1 	 18																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000001																																											0.000000					0.221959		0.000001								0.063035			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.146034	4.472306																											-1.478129	
 1 	 19																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.122351		0.000001								0.034675			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.071121	4.518964																											-1.471731	
 1 	 20																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.057828		0.000001								0.013637			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.020537	4.549662																											-1.467453	
 1 	 21																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.000628		0.000001								0.000007			0.000000	0.000000							0.000000																																	-0.000003	0.000004	-8.976456	4.572869																											-1.463911	
 1 	 22																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.000074		0.000001								0.000000			0.000000	0.000000							0.000000																																	-0.000002	0.000004	-8.970785	4.567731																											-1.463883	
 1 	 23																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.000069		0.000001								0.000000			0.000000	0.000000							0.000000																																	-0.000002	0.000004	-4.012844	9.922420																											-11.776509	
 1 	 24																																																														5.866866	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.000064		0.000001								0.000000			0.000000	0.000000							0.000000																																	-0.000002	0.000004	-3.635151	10.718423																											-12.950200	
 2 	 1																																																														5.866850	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.286000		0.000000								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-4.352429	9.395968																											-11.277817	
 2 	 2																																																														5.866831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.286000		0.000000								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-4.066527	9.877742																											-12.045474	
 2 	 3																																																														3.970680	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.286000		0.000000								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-3.212522	11.611770																											-12.737357	
 2 	 4																																																														0.000019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.285887		0.000000								0.081397			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-0.273347	18.844094																											-18.938045	
 2 	 5																																																														0.000016	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.277046		0.000000								0.074168			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-0.109440	19.288851																											-19.530636	
 2 	 6																																																														0.193113	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.267073		0.000000								0.070903			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-0.000015	19.589061																											-20.120131	
 2 	 7																																																														5.866864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.286000		0.000000								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-2.251965	13.740665																											-17.722991	
 2 	 8																																																														5.866865	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000000																																											0.000000					0.286000		0.000000								0.081432			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.188454	4.436412																											-1.482251	
 2 	 9																																																														5.866865	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000002																																											0.000000					0.286000		0.000000								0.081431			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.193270	4.441227																											-1.482251	
 2 	 10																																																														5.866867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000002																																											0.000000					0.286000		0.000000								0.086014			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.196038	4.439639																											-1.482480	
 2 	 11																																																														5.866867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000002																																											0.000000					0.286000		0.000000								0.086014			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.198731	4.442333																											-1.482480	
 2 	 12																																																														5.866867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000002																																											0.000000					0.286000		0.000000								0.086014			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.199374	4.442976																											-1.482481	
 2 	 13																																																														5.866867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000		0.000002																																											0.000000					0.286000		0.000000								0.086014			0.000000	0.000000							0.000000																																	-0.000003	0.000003	-9.199957	4.443558																											-1.482481	
