Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;Units
Electricity;baseload;ELECTRICITY;12669;18633;50079;0;[GWh]
Electricity;variable;ELECTRICITY_VAR;3899;5734;15411;0;[GWh]
Heat;high temperature;HEAT_HIGH_T;0;0;37064;0;[GWh]
Heat;space heating;HEAT_LOW_T_SH;19096;5647;30595;0;[GWh]
Heat;hot water;HEAT_LOW_T_HW;1591;0;15297;0;[GWh]
Cold;process cooling;PROCESS_COOLING;0;0;389;0;[GWh]
Cold;space cooling;SPACE_COOLING;3578;3539;0;0;[GWh]
Mobility;passenger;MOBILITY_PASSENGER;0;0;0;487033;[Mpkm]
Mobility;freight;MOBILITY_FREIGHT;0;0;0;136896;[Mtkm]
Non energy;Non energy;NON_ENERGY;0;0;31392;0;[GWh]
